Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Channel 1 mean,Nucleus: Channel 1 sum,Nucleus: Channel 1 std dev,Nucleus: Channel 1 max,Nucleus: Channel 1 min,Nucleus: Channel 1 range,Nucleus: Channel 2 mean,Nucleus: Channel 2 sum,Nucleus: Channel 2 std dev,Nucleus: Channel 2 max,Nucleus: Channel 2 min,Nucleus: Channel 2 range,Nucleus: Channel 3 mean,Nucleus: Channel 3 sum,Nucleus: Channel 3 std dev,Nucleus: Channel 3 max,Nucleus: Channel 3 min,Nucleus: Channel 3 range,Nucleus: Channel 4 mean,Nucleus: Channel 4 sum,Nucleus: Channel 4 std dev,Nucleus: Channel 4 max,Nucleus: Channel 4 min,Nucleus: Channel 4 range
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,30e418b3-3c1e-437a-b3d6-0cf1315b3f9d,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,29.04,2.837,108.7942,55.0133,0.4517,24.0376,6.2102,0.975,133.5953,45556,52.0453,205,29,176,5.4135,1846,3.3027,14,0,14,10.5103,3584,4.04,23,2,21,17.7331,6047,10.171,56,0,56
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,3bfdb9a4-214a-4929-863e-ca863eb1c942,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,197.52,2.112,42.2909,27.473,0.7041,11.3364,5.1136,0.8547,105.9851,14202,38.2387,193,39,154,3.0597,410,2.3452,10,0,10,7.3284,982,2.1618,13,2,11,7.2015,965,2.849,15,3,12
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,c6838bad-b508-46d9-8018-63ed964465be,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,209.43,1.549,27.7635,24.6785,0.5729,10.4896,3.7758,0.9301,97.6591,8594,22.1556,145,52,93,4.3068,379,2.8258,13,0,13,7.4545,656,3.3798,22,2,20,10.3523,911,3.8982,19,4,15
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,f1b328af-a57f-4dc4-b7df-8aa9fc31af0d,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,223.29,3.637,83.2905,48.0658,0.453,20.7326,6.4369,0.9616,96.8435,25373,36.1472,179,25,154,5.1679,1354,3.1844,14,0,14,12.0076,3146,3.9499,24,3,21,15.2023,3983,9.5745,55,2,53
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,a40ff339-fe5d-41b6-b97f-592cfaf68ed7,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,49.05,4.358,94.9124,38.1656,0.8188,15.2667,7.9546,0.8605,101.3446,29998,36.7284,201,28,173,9.3446,2766,4.0375,19,0,19,18.6655,5525,6.3041,43,3,40,28.1182,8323,9.0742,62,5,57
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,bb5e81ff-3cdf-4588-8de2-3cf8b6d35faa,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,7.76,5.149,91.0384,37.7689,0.802,15.3849,8.0738,0.8507,91.1298,25972,55.7093,215,23,192,10.6491,3035,3.4534,22,4,18,14.0421,4002,6.9489,87,5,82,21.9263,6249,5.0412,36,9,27
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,28ddf402-997b-4cba-a4b2-e8bbe2147f4b,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,184.24,5.538,41.6452,25.2044,0.8238,9.6434,5.3574,0.8141,31.9701,4284,7.5043,47,20,27,4.6119,618,2.7198,13,0,13,6.5149,873,2.1824,15,2,13,8.7836,1177,3.3457,32,4,28
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,fe99a446-5103-4510-a9c3-ec6af0759326,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,62.76,6.236,68.4402,32.2411,0.8274,11.7985,8.4165,0.6614,41.213,8902,14.9825,99,16,83,15.5324,3355,4.2709,25,3,22,18.7407,4048,4.6373,33,7,26,23.7685,5134,6.3482,45,5,40
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,f0860944-a692-46ac-b1a3-c4934a66851f,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,239.65,9.38,74.574,35.9012,0.7271,12.8819,9.2576,0.7583,93.8761,21967,36.0998,189,27,162,13.7179,3210,4.0519,22,2,20,16.8077,3933,3.604,27,7,20,31.3632,7339,14.4436,76,12,64
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,d1389b44-c961-4d6f-9842-12db0bec9b29,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,249.98,9.444,83.2905,35.5281,0.8292,12.5939,9.0125,0.611,137.7799,35685,47.713,212,22,190,17.5174,4537,3.1664,27,10,17,19.4749,5044,3.4352,29,9,20,36.0232,9330,10.412,77,12,65
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,9209b886-c0a1-4ae7-bc24-b7a544f7c62c,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,269.81,19.36,341.5555,92.7056,0.4994,29.433,17.9716,0.7948,169.4151,179580,46.5202,240,42,198,11.7425,12447,3.5048,26,4,22,16.3208,17300,4.9214,34,5,29,26.7113,28314,10.1735,83,8,75
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,d38355c0-8e97-4743-9f68-92679db95faa,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,206.92,15.35,58.1096,27.5252,0.9638,9.086,8.2803,0.4044,62.6141,11521,50.7927,191,7,184,4.875,897,3.3731,14,0,14,7.4402,1369,4.0349,20,1,19,9.788,1801,7.2529,54,1,53
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,4d458143-ac36-4d11-99f1-be57a7bd9d0b,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,61.41,18.06,76.1882,34.7688,0.792,12.0887,9.0517,0.6826,26.3856,6227,2.2483,32,19,13,16.1271,3806,2.5651,24,8,16,17.2797,4078,3.4243,27,7,20,20.2669,4783,4.2477,46,11,35
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,b49a46a4-4902-4ea6-b058-92f031529a77,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,180.93,19.01,75.5425,32.4709,0.9004,11.7115,8.8883,0.6348,29.7531,7111,11.8298,58,13,45,3.4603,827,2.0265,12,0,12,9.1548,2188,3.0536,19,3,16,9.7657,2334,3.4683,37,4,33
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,d2b49498-c7ed-4d36-aa27-203dbf2ae7ba,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,162.02,27.14,81.0307,32.4213,0.9687,10.9816,9.455,0.5285,28.2617,7235,9.9409,56,14,42,2.8945,741,1.5264,8,0,8,6.9531,1780,2.0421,13,3,10,7.4375,1904,3.2048,25,3,22
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,e360fe87-86a3-4c94-8a3b-4a785ea5b1c3,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,63.48,27.7,89.7471,38.4621,0.7624,14.3787,10.2275,0.6877,24.9715,7017,1.8591,29,20,9,15.1637,4261,2.8008,21,8,13,15.7544,4427,3.4693,27,9,18,16.1139,4528,5.3932,53,7,46
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,16049699-6166-47d8-b2f9-4e1cc6072b26,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,242.44,38.09,103.9517,38.845,0.8657,15.213,8.7561,0.819,70.4154,22885,38.9882,166,12,154,3.4338,1116,2.1487,12,0,12,6.7538,2195,2.9764,16,1,15,10.8062,3512,6.7574,40,1,39
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,730813b4-1933-4091-99a6-fcd2abf30c14,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,145.07,37.1,70.0544,30.3675,0.9546,10.5872,8.6403,0.5329,33.4155,7318,12.1087,56,13,43,2.726,597,1.1161,6,1,5,6.379,1397,1.3436,10,3,7,6.6301,1452,1.3496,11,3,8
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,04a4aa6b-3e8f-4493-8e9a-bca689ec4063,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,6.985,39.9,97.1722,35.6721,0.9596,12.3858,9.855,0.6217,49.1869,15002,20.5892,98,15,83,3.3115,1010,2.356,11,0,11,7.6492,2333,2.0241,15,3,12,11.1377,3397,6.8162,41,3,38
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,1479e20a-20d5-4439-94d7-9a0db27c7b1a,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,232.77,38.9,44.8736,24.1014,0.9708,8.1389,7.3226,0.3849,67.3873,9569,54.1615,187,10,177,4.0845,580,3.2299,14,0,14,7.0211,997,3.8435,22,1,21,22.0211,3127,14.3776,59,2,57
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,063915ac-091b-4126-81c5-50ece413fd16,Detection,,Ctip2+: Cux1-: RORB-,Annotation,Polygon,160.47,48.42,75.8654,31.5479,0.9579,11.3208,9.0909,0.5876,47.4515,11246,32.0248,160,11,149,8.5359,2023,5.4481,23,0,23,8.3629,1982,2.8854,18,4,14,12.0295,2851,4.3447,29,3,26
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,915cb5a2-f108-4874-bd8a-33c67450431a,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,65.72,51.77,121.3846,44.6283,0.7659,17.4302,9.5276,0.873,60.3059,22675,38.5554,211,22,189,20.2048,7597,5.5654,38,10,28,18.1995,6843,4.8995,39,10,29,21.5931,8119,9.7407,58,7,51
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,8874cd50-dd35-4060-be64-64cdf93e8861,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,178.37,51.44,74.574,30.879,0.9828,10.8423,8.8237,0.558,53.6953,12511,37.2252,173,9,164,2.4077,561,1.6165,9,0,9,7.927,1847,3.4214,22,2,20,9.7768,2278,3.8621,26,3,23
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,4e804ec9-3f5b-4dd5-aeb9-fbcc28d2fac3,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,37.7,52.46,93.9439,36.2145,0.9001,13.073,10.0175,0.5935,64.125,18981,40.7923,190,18,172,4.7601,1409,3.9126,18,0,18,7.8108,2312,3.0981,18,1,17,14.3378,4244,13.4195,114,2,112
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,54f75885-0632-458e-940e-6d82a4f15ab8,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,142.84,51.9,55.8498,27.4759,0.9297,9.5376,7.5293,0.588,51.2203,9066,32.3736,136,12,124,2.8249,500,1.2915,7,0,7,6.4294,1138,1.2689,11,4,7,6.8701,1216,1.7613,12,4,8
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,a1f0d008-2bb4-4273-848f-48ac391814e9,Detection,,Ctip2+: Cux1-: RORB-,Annotation,Polygon,202.87,53.84,81.6763,33.0071,0.9421,11.3146,9.4231,0.5419,70.7905,17910,47.1066,197,11,186,8.4071,2127,6.6813,27,0,27,6.9802,1766,3.6016,16,1,15,17.2253,4358,8.4549,72,0,72
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,b3015769-1466-4b80-b697-b9c69c7e3418,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,5.855,57.19,71.3457,30.7223,0.9499,10.3537,8.6948,0.5282,48.2857,10816,39.0674,188,9,179,4.0536,908,2.4452,11,0,11,6.875,1540,1.5307,12,3,9,6.5179,1460,1.8042,22,3,19
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,4d794ec8-c986-403f-9fa8-234967af01b0,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,191.23,55.66,11.9448,13.3594,0.841,5.4922,2.7518,0.8297,25.2,1008,3.6948,32,16,16,2.775,111,1.3865,6,1,5,6.1,244,3.3189,13,1,12,6.35,254,3.3015,18,1,17
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,f05ba93a-8d36-48be-8304-268c0207981a,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,255.76,58.82,60.6923,28.8647,0.9154,9.7839,8.4084,0.554,34.5803,6674,27.5046,137,9,128,2.285,441,1.5127,9,0,9,5.285,1020,2.6332,12,0,12,8.5285,1646,5.9739,44,1,43
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,42b3d9e2-f00d-42fd-96ee-63a3962df92f,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,144.45,62.35,63.5978,29.7289,0.9043,10.5649,7.6018,0.6681,56.896,11493,40.7061,165,11,154,2.5099,507,1.1855,7,0,7,6.4901,1311,1.4429,13,3,10,8.7376,1765,2.9751,23,4,19
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,01d7568a-cc86-43ee-8c7b-3c99c2288886,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,71.4,65.09,49.3932,27.263,0.8351,9.6079,7.0062,0.7158,25.7372,4015,1.4684,30,21,9,16.9679,2647,1.9524,22,11,11,17.9103,2794,2.108,23,12,11,14.2051,2216,3.27,40,9,31
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,5b29e5cc-f537-46ed-99aa-c246377245b7,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,240.27,67.31,116.5421,44.5063,0.7394,18.0503,7.9321,0.9125,85.8393,30988,57.4215,220,11,209,2.9086,1050,1.9163,8,0,8,7.3435,2651,3.7732,20,1,19,7.338,2649,4.5555,35,0,35
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,5ece5483-8dca-4e3a-86c1-78bb35b8a91e,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,18.5,74.81,67.4717,30.9862,0.8831,10.3208,9.1085,0.4898,31.5853,6854,23.9119,100,8,92,3.2719,710,2.2821,10,0,10,6.8986,1497,2.041,14,2,12,8.682,1884,6.833,55,4,51
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,828e4182-e9a0-49fa-b788-5d453c9b6beb,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,258.28,78.11,67.1489,30.6018,0.9011,11.5403,7.9467,0.7035,48.5625,10101,36.2204,204,9,195,2.5769,536,1.8608,8,0,8,4.9423,1028,2.882,16,0,16,15.2356,3169,10.8208,49,1,48
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,86275076-7afa-4ea5-9bc3-d432d5970094,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,67.73,79,73.6055,32.0678,0.8995,10.7471,9.1359,0.4539,67.7393,15851,54.881,208,17,191,12.6068,2950,3.1349,20,6,14,19.2521,4505,4.8222,32,10,22,16.6368,3893,5.5643,41,6,35
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,3e3a3bcc-f12f-422e-a7b9-f3054d95037a,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,157.86,81.78,97.8179,38.2186,0.8415,13.3152,9.7058,0.71,25.513,7858,8.2246,61,12,49,3.2338,996,2.268,10,0,10,7.6266,2349,2.8979,19,2,17,27.1558,8364,14.0944,113,5,108
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,64c52756-53a6-40c7-86a4-9fd7fc22529a,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,228.05,79.72,88.1329,36.1565,0.8472,14.2048,8.5797,0.8094,73.6895,20412,53.657,209,11,198,4.7509,1316,3.4124,14,0,14,8.4621,2344,4.5224,24,1,23,11.4585,3174,5.1628,28,1,27
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,90a8290a-3b67-4014-b3b6-8d6fd989b0c2,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,247.81,81.34,39.0626,23.9003,0.8593,8.4404,6.5876,0.6789,35.5161,4404,13.156,68,14,54,2.8952,359,1.4189,7,0,7,6.8145,845,3.4907,18,1,17,6.0323,748,2.6655,20,1,19
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,357288a4-3d32-4dbd-b203-26af7359e509,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,27.92,84.99,49.716,25.5883,0.9542,8.8921,7.3864,0.5209,27.5094,4374,7.2486,44,16,28,3.6352,578,2.3531,10,0,10,7.6289,1213,2.299,16,2,14,7.8302,1245,3.3094,27,3,24
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,5010be82-299d-427e-8d3d-3fe4addc6151,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,117.72,88.98,71.6685,33.2047,0.8168,12.1431,8.5432,0.6214,26.0482,5939,15.6878,95,12,83,2.7939,637,0.8325,5,1,4,6.943,1583,1.284,10,4,6,7.7675,1771,1.8734,14,3,11
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,fe9cc624-762a-463c-aafe-a5d31fb02cdf,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,200.44,88.75,125.9042,43.8977,0.821,17.048,9.1225,0.8609,92.0712,36184,39.7482,197,24,173,4.5674,1795,3.9752,17,0,17,8.2443,3240,4.1987,27,1,26,16.9262,6652,7.9963,50,1,49
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,3ca65288-298d-451b-a2d0-b31101972aab,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,74.94,87.56,25.8265,19.8388,0.8246,7.947,4.3704,0.8479,29.8193,2475,4.649,41,21,20,6.8675,570,4.6794,17,1,16,9.7831,812,4.6224,24,4,20,11.3976,946,3.3201,20,6,14
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,feff7d25-2adf-47b1-ad16-9a22451bc9b8,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,260.69,92.83,65.2119,29.0634,0.9702,10.468,8.3489,0.5525,63.9706,13050,38.1698,173,16,157,2.1373,436,1.418,7,0,7,6.2206,1269,2.7355,16,2,14,6.8725,1402,3.4646,17,1,16
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,707a1dd8-5c2a-4d77-9fc0-332aeb35de10,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,67,97.35,53.9128,33.9909,0.5864,13.2717,5.5408,0.9299,41.4767,7134,9.182,63,26,37,14.593,2510,2.7863,21,10,11,18.3256,3152,4.2107,29,8,21,23.8837,4108,13.2227,101,9,92
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,5fc39ea3-44ed-430d-845d-86d38c85bd64,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,23.43,97.24,94.5896,40.5885,0.7215,15.5256,7.9423,0.8751,35.9158,10667,9.627,69,18,51,3.8316,1138,2.6531,11,0,11,7.7407,2299,3.8481,28,0,28,27.1953,8077,20.5614,139,5,134
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,ac1a7d81-238b-40a5-a413-44c0d051630a,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,274.98,96.33,63.2749,28.5317,0.9768,9.6021,8.2381,0.4886,99.3417,19769,67.9218,224,12,212,2.4925,496,2.0097,9,0,9,6.9045,1374,4.3491,22,1,21,8.8744,1766,4.8876,29,0,29
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,102ec988-1db0-432a-a68b-6739f1fd5964,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,12.8,102.95,143.9828,50.2718,0.7159,19.0667,9.5771,0.8762,41.235,18597,16.5574,127,8,119,5.2949,2388,3.3862,16,0,16,7.8315,3532,3.2773,19,1,18,22.5188,10156,15.1193,128,5,123
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,43503e40-c47e-4fd6-87f2-6edd24f20e09,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,57.3,98.97,54.2357,27.6406,0.8921,10.0428,7.731,0.6356,71.8713,12290,38.5683,199,23,176,6.3567,1087,2.6999,14,1,13,10.6199,1816,4.1898,21,2,19,25.5263,4365,15.393,105,8,97
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,bef5aa85-b3fb-448a-9835-f8fa79867533,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,148.05,102,101.0462,42.7451,0.695,15.4633,10.4382,0.8075,42.5975,13546,21.8104,111,11,100,3.8836,1235,2.2792,10,0,10,8.0786,2569,3.4691,23,3,20,19.6698,6255,13.4739,63,2,61
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,cebee06c-ce66-40eb-a361-df133f0efb8a,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,177.39,100.96,82.322,34.5513,0.8666,11.0913,10.2059,0.307,69.5508,17805,38.9157,183,14,169,2.2109,566,1.4316,7,0,7,7.0508,1805,3.5768,25,1,24,14.0586,3599,7.8441,43,3,40
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,26e52348-167e-49b9-8c7f-c05358b12974,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,196.25,101.6,53.9128,26.3971,0.9723,9.1433,7.3689,0.5469,70.7143,11880,29.172,136,15,121,3.4405,578,2.3104,12,0,12,15.6071,2622,5.7326,31,5,26,14.1726,2381,5.04,32,4,28
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,9f8942d0-1c0a-491e-a56c-254ef56ee44a,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,132.94,107.13,87.8101,35.2371,0.8887,12.7594,9.7753,0.5467,35.5771,9926,10.6555,66,17,49,3.2832,916,2.0202,12,0,12,7.595,2119,2.3546,15,2,13,21.7527,6069,6.0715,49,8,41
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,a40f134b-2d76-4f1c-b498-7fd01da185b0,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,166.54,107.32,96.8494,38.486,0.8217,13.293,9.7476,0.6639,54.3553,16524,21.6654,160,17,143,2.5757,783,1.795,10,0,10,8.9605,2724,4.6243,26,0,26,31.5724,9598,7.6267,59,12,47
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,13182d61-116e-4b07-8a8c-86f12f47971d,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,46.7,106.46,62.9521,29.31,0.9209,9.8407,8.1603,0.3827,54.6447,10765,20.0552,134,20,114,3.7563,740,2.5237,10,0,10,8.198,1615,4.271,19,1,18,32.8528,6472,12.5886,81,11,70
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,765bc564-0d15-4ae2-95c3-471e44287060,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,278.43,106.07,51.3302,25.8334,0.9665,9.172,7.3864,0.5775,83.4596,13437,52.798,222,11,211,3.1553,508,2.1696,9,0,9,9.5342,1535,4.2764,21,2,19,11.7329,1889,6.8033,32,1,31
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,8d32c11b-5627-4b95-aac2-8d5a5fdfe4b3,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,62.26,111.59,161.0928,55.9695,0.6462,21.7743,9.791,0.9178,67.7072,33989,27.7901,168,25,143,11.2849,5665,4.9133,22,1,21,18.3785,9226,6.1013,38,5,33,33.3108,16722,13.8216,62,8,54
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,124e3a10-e1fb-49ea-af3e-b035da0c8fd0,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,205.52,107.94,36.8028,21.6953,0.9826,7.2886,6.4179,0.4091,54.8305,6470,40.774,168,10,158,2.0678,244,1.6368,7,0,7,6.2797,741,2.6243,15,1,14,10.1271,1195,5.4656,27,1,26
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,8d527ebe-c248-4b28-b6d7-0e362db330e0,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,257.91,117.75,54.2357,27.3974,0.908,10.0631,7.6327,0.5917,27.546,4793,10.6329,52,13,39,2.1897,381,1.5144,7,0,7,7.8103,1359,3.9423,23,0,23,6.408,1115,2.7497,16,1,15
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,ddabeec7-b161-4bd2-b0da-aa419ee55c3b,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,36.4,121.95,123.6444,43.0621,0.8379,15.023,10.1469,0.761,71.9378,27768,28.0703,182,16,166,3.9067,1508,2.2102,10,0,10,9.0777,3504,3.5747,27,2,25,35.6529,13762,12.7804,76,7,69
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,afc08f0b-2072-4f47-954e-0bebe9b8254c,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,151.4,120.11,120.4161,42.1696,0.8509,16.7165,9.2865,0.8337,72.9973,27447,29.6,181,18,163,3.8218,1437,2.2241,12,0,12,8.8564,3330,4.1371,25,0,25,33.4335,12571,10.8582,62,9,53
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,630f7d8a-ef12-4849-a30e-a74db7e10141,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,279.36,120.58,60.0466,28.9005,0.9034,9.9218,8.0204,0.4623,93.9005,17935,60.977,226,12,214,3.1623,604,2.2313,11,0,11,7.3037,1395,4.072,24,0,24,14.6806,2804,8.1717,33,1,32
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,9b26b8a3-1257-4b59-8bcf-440e8119a0f6,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,50.27,119.33,18.0786,15.5311,0.9418,5.5135,4.4623,0.5576,39.6667,2380,7.1513,57,25,32,8.1833,491,1.396,11,5,6,14.5667,874,2.8604,22,8,14,27.8,1668,4.2298,38,16,22
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,c9accb14-d92e-423f-a392-16bc7f198006,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,189.71,124.91,127.5184,46.4511,0.7427,17.695,9.5187,0.84,77.4975,30999,26.8963,166,27,139,2.4775,991,1.5971,10,0,10,9.1625,3665,4.8009,30,1,29,41.6325,16653,11.8786,83,9,74
MAX_40720_5F_KO_S1R_Merged.tif_rotated.tif_subtracted.tif,abc76ff7-c720-4ad2-a370-4f1b2ec02cc8,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,212.64,121.51,135.912,47.3708,0.7611,17.8779,10.7955,0.8147,80.2635,34112,29.2815,188,23,165,2.9553,1256,1.6369,7,0,7,7.7224,3282,4.0274,22,0,22,44.6847,18991,15.3555,109,12,97
