Image,Object ID,Object type,Name,Classification,Parent,ROI,Centroid X µm,Centroid Y µm,Nucleus: Area,Nucleus: Perimeter,Nucleus: Circularity,Nucleus: Max caliper,Nucleus: Min caliper,Nucleus: Eccentricity,Nucleus: Channel 1 mean,Nucleus: Channel 1 sum,Nucleus: Channel 1 std dev,Nucleus: Channel 1 max,Nucleus: Channel 1 min,Nucleus: Channel 1 range,Nucleus: Channel 2 mean,Nucleus: Channel 2 sum,Nucleus: Channel 2 std dev,Nucleus: Channel 2 max,Nucleus: Channel 2 min,Nucleus: Channel 2 range,Nucleus: Channel 3 mean,Nucleus: Channel 3 sum,Nucleus: Channel 3 std dev,Nucleus: Channel 3 max,Nucleus: Channel 3 min,Nucleus: Channel 3 range,Nucleus: Channel 4 mean,Nucleus: Channel 4 sum,Nucleus: Channel 4 std dev,Nucleus: Channel 4 max,Nucleus: Channel 4 min,Nucleus: Channel 4 range
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,acb9689c-e36d-4e9c-a476-5bf8cd07d4a3,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,200.02,264.9,76.1882,32.6484,0.8982,11.214,8.9689,0.62,72.3933,17302,33.4195,208,31,177,1.6611,397,1.2495,6,0,6,14.0042,3347,6.4895,41,4,37,53.0586,12681,9.8993,75,28,47
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,812a6903-8ad5-4ef5-aac0-448ba2c03c5a,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,25.99,266.63,135.912,45.464,0.8263,16.845,10.0252,0.8108,69.2654,29230,32.6013,213,23,190,2.6209,1106,1.5252,7,0,7,16.8673,7118,5.186,36,2,34,44.6161,18828,14.8506,75,9,66
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,c0e56495-e5bf-480b-9206-303653ff839a,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,148.5,267.65,60.6923,29.7346,0.8626,10.4636,7.8486,0.6113,95.4663,18425,37.1786,215,40,175,2.0311,392,1.4322,6,0,6,24.5803,4744,7.3693,55,9,46,72.5907,14010,11.3612,94,41,53
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,7b10a585-1ff7-4980-aa5d-ebcb84d74af1,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,10.37,268.31,44.5507,24.1524,0.9597,8.3795,6.8182,0.5733,87.3427,12490,61.0826,191,17,174,3.9231,561,2.3529,11,0,11,7.2657,1039,3.7697,20,1,19,10.0769,1441,5.7496,23,0,23
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,1ad74ee5-471b-4d91-8709-2699da3bf4ee,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,84.34,272.9,79.0937,36.4568,0.7478,13.7564,8.285,0.8007,92.8685,23310,44.6296,218,37,181,2.4263,609,1.6363,9,0,9,33.2112,8336,8.5407,67,16,51,44.3108,11122,12.7291,77,10,67
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,fad0b717-102d-43eb-a0e5-7027760efff0,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,128.47,272.89,95.2352,35.5041,0.9494,11.8727,10.164,0.4846,99.4161,29626,49.9482,226,27,199,2.2886,682,1.9705,9,0,9,16.7987,5006,6.4469,38,1,37,45.0872,13436,13.6381,68,8,60
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,4c331778-cb4b-4e0c-ae6c-773ac3c3e757,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,66.88,273.68,51.653,27.1346,0.8816,9.3354,7.1837,0.5953,64.3727,10364,26.7707,172,24,148,2.236,360,1.6222,6,0,6,21.6894,3492,5.813,39,8,31,68.677,11057,13.0181,89,25,64
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,e91bde6a-ff89-437c-aa14-75d7ab86050b,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,46.6,275.81,62.9521,28.6682,0.9625,9.9194,8.0353,0.5694,80.3618,15992,41.7396,212,16,196,2.4422,486,1.8189,7,0,7,23.191,4615,8.2807,43,1,42,48.3467,9621,12.882,74,12,62
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,5a84985e-c884-4a9e-b27b-fc5e2175c92d,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,97.33,278.34,139.1403,48.7722,0.7351,17.9578,10.138,0.8485,114.2037,49336,57.6221,227,13,214,3.2292,1395,2.1758,12,0,12,24.2361,10470,11.0182,46,0,46,42.2963,18272,25.5329,85,1,84
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,6e349293-b9be-4d10-8632-467878f1b551,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,148.6,277.31,77.1567,32.9868,0.8911,11.5497,9.0095,0.3884,103.0041,25030,46.6927,226,29,197,4.7284,1149,2.5985,12,0,12,11.3374,2755,7.5439,36,1,35,20.7654,5046,12.0765,63,0,63
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,157f3688-b41f-4a33-b113-8a933ae2edd7,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,6.632,280.81,133.0065,46.4115,0.7759,17.6538,9.6418,0.8598,89.4053,36835,33.9916,183,22,161,2.4903,1026,1.9749,10,0,10,16.9417,6980,5.5234,35,3,32,61.1893,25210,17.1965,90,12,78
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,eaf55083-5ac0-46a1-8f84-4dda34e76770,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,205.95,282.02,154.3134,53.0252,0.6897,20.5369,9.6185,0.8935,61.4527,29866,31.6876,212,23,189,2.2263,1082,1.39,7,0,7,9.8601,4792,5.2091,32,1,31,26.3663,12814,9.05,53,9,44
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,21cdbe43-4784-4fc9-adef-027976d39ed4,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,138.67,277.81,64.5663,30.7669,0.8571,10.3958,8.9174,0.4491,96.8058,19942,41.1517,216,37,179,1.9126,394,1.5181,7,0,7,15.2184,3135,6.1673,33,3,30,66.8884,13779,9.0533,84,33,51
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,ac1c5d8f-355c-492c-ad9d-e83cf38bdf78,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,233.71,280.49,96.5266,35.7788,0.9476,12.8164,10.0449,0.5847,58.84,17652,29.2693,181,19,162,2.24,672,1.4707,6,0,6,14.9133,4474,5.9298,34,2,32,49.6633,14899,13.3801,77,19,58
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,d3b5b1eb-b052-49a2-a10b-685adb3de31b,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,62.37,282.65,71.0229,32.308,0.855,10.826,9.0679,0.4949,68.9369,15304,34.0146,207,23,184,2.0631,458,1.3639,6,0,6,37.2658,8273,9.9499,65,19,46,61.9865,13761,12.4499,86,30,56
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,6a244d1b-0009-49a3-ae5b-9cf29ab87ce8,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,158.25,281.16,62.6293,29.6024,0.8981,10.4182,8.1621,0.6395,69.4171,13814,34.4087,209,34,175,2.1457,427,1.7068,8,0,8,27.99,5570,5.3182,45,15,30,53.2915,10605,11.4726,74,14,60
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,a2019598-4b86-439b-8970-73538040f29d,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,33.42,285.58,146.5654,48.9244,0.7695,19.7917,9.3798,0.891,91.9389,42108,47.1763,220,24,196,3.1441,1440,2.1551,14,0,14,16.4869,7551,8.0113,47,0,47,41.8668,19175,12.8147,70,13,57
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,26678fb5-77dc-4e0a-bd48-12d3230db3a6,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,79.5,284.95,74.8969,32.5655,0.8875,12.1307,8.8523,0.6364,84.1073,19597,37.9061,216,33,183,3.0515,711,1.7087,8,0,8,15.0858,3515,8.1087,52,1,51,43.3348,10097,9.741,68,22,46
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,64e89bf5-811b-48ba-a700-797d5221aa90,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,172.58,283.94,46.4877,25.313,0.9117,8.6296,7.2312,0.4415,77.9013,11841,41.6497,159,18,141,2.9803,453,1.6049,7,0,7,7.5066,1141,4.0149,21,0,21,6.8026,1034,2.8262,14,0,14
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,ba3cf970-6000-41e2-9919-995ad15938d5,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,258.87,285.45,87.1645,35.6685,0.861,13.3503,9.2718,0.6903,82.3759,22571,38.2925,220,16,204,2.8686,786,1.8784,9,0,9,30.9891,8491,8.5169,63,9,54,57.062,15635,13.8074,81,14,67
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,bf415a98-b80a-4c91-b033-240a01cf5149,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,116.11,284.81,50.0389,26.1842,0.9171,9.379,6.6961,0.6527,80.5901,12975,39.892,218,33,185,2.7516,443,1.3603,6,0,6,8.0124,1290,4.6717,25,1,24,12.7019,2045,10.1697,44,1,43
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,fb9ac2e6-c217-4aaf-9104-a6c7ede3d7a0,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,249.02,287.3,53.9128,28.0328,0.8621,9.9905,7.7782,0.5942,57.2706,9736,22.8649,152,23,129,2.4882,423,1.4524,7,0,7,15.2765,2597,5.6736,34,6,28,37.3588,6351,6.5349,51,21,30
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,8481d822-c9d6-4134-b153-640e8cb278ca,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,269.5,288.35,95.5581,36.6556,0.8937,12.0321,10.928,0.2358,95.9567,28787,42.2688,220,22,198,3.21,963,2.0737,10,0,10,42.5833,12775,12.3788,92,11,81,70.0833,21025,16.5769,101,22,79
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,dc89da48-29bb-4e63-bb6c-79b88e9a1390,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,53.18,290.48,78.448,32.8266,0.9148,11.9068,8.5539,0.6813,75.9234,18829,32.697,206,29,177,3.7097,920,2.0921,11,0,11,16.246,4029,5.6854,34,4,30,51.6008,12797,10.3316,75,23,52
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,ded66c57-8f5d-4724-b1db-3820b5621085,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,221.49,294.07,142.6914,49.8266,0.7222,19.2293,10.2973,0.8703,64.3124,28619,28.175,208,29,179,3.0202,1344,1.9652,9,0,9,20.1416,8963,9.344,52,1,51,36.7191,16340,13.9692,75,9,66
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,79ef3aa2-abdd-47c0-b150-6b9efca6e8a4,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,106.27,294.04,147.8567,48.4899,0.7902,17.4796,12.3491,0.7728,101.4607,46469,43.7883,220,26,194,4.7707,2185,2.393,13,0,13,18.6441,8539,6.4362,55,5,50,53.8908,24682,13.6717,78,14,64
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,56a6059c-f853-4866-86dd-718c732f1a56,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,182.44,293.18,86.5188,35.8444,0.8462,13.2271,8.82,0.7535,77.4652,21148,36.9544,218,22,196,2.6337,719,1.5066,6,0,6,19.4359,5306,7.6107,42,2,40,54.5824,14901,16.1262,85,19,66
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,9edf4859-506b-4576-8989-eef3b5f37e74,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,168.4,294.07,71.0229,32.467,0.8467,11.8889,7.6171,0.7445,82.6787,18272,64.3751,216,10,206,2.6516,586,1.6462,7,0,7,6.3213,1397,3.8318,18,0,18,6.3846,1411,3.434,20,0,20
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,bba73133-0937-400a-a5c9-c2ad118787ae,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,283.31,295.37,15.1731,24.2179,0.3251,11.4351,2.0975,0.9865,53.9423,2805,13.2257,94,36,58,2.7692,144,1.529,6,0,6,20.4615,1064,7.0334,34,6,28,42.5385,2212,20.8397,86,2,84
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,333bb1aa-9525-4b27-ae8d-dfd4026fbe57,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,157.17,295.32,9.3621,11.9167,0.8285,4.6673,2.9888,0.6853,25.8824,880,6.475,37,16,21,2.1176,72,1.6654,7,0,7,6.1176,208,3.3373,14,1,13,17.1471,583,5.6361,31,9,22
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,717b184f-4618-4c2e-bff3-121f0c7e4b23,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,191.62,299.77,75.8654,33.8962,0.8298,12.0216,9.0004,0.5523,90.0127,21243,37.1457,211,39,172,3.3686,795,2.1447,10,0,10,28.7542,6786,7.6441,48,7,41,76.3771,18025,13.0973,103,37,66
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,4342ca44-e385-459f-af61-61854ce90c29,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,8.708,299.57,50.3617,26.5106,0.9005,9.5133,6.7168,0.6945,54.1761,8614,25.2006,176,25,151,2.4717,393,2.1341,11,0,11,22.0063,3499,7.194,44,9,35,48.9811,7788,15.9471,79,16,63
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,975dba17-7489-42f4-98bf-2f7b5368dc18,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,85.27,300.57,169.1636,57.0282,0.6536,22.2722,10.6284,0.8933,77.0909,40704,32.949,208,23,185,3.3845,1787,2.085,9,0,9,23.1572,12227,8.2278,55,2,53,51.4242,27152,14.3615,79,8,71
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,690c8b26-55e4-4384-9cef-ea1650af2728,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,66.29,300.35,88.4558,35.5823,0.8779,13.3592,9.0909,0.7464,86.3105,23908,40.5777,214,30,184,2.8628,793,2.0419,11,0,11,24.9025,6898,8.1402,49,4,45,60.4043,16732,19.3827,92,21,71
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,bc90d942-b227-4222-ad16-bfaf4e9a2b07,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,131.29,301.96,74.2512,31.2724,0.9541,11.0257,8.6393,0.5317,63.2511,14611,32.5739,163,18,145,1.9264,445,1.4592,7,0,7,26.5022,6122,6.3423,50,14,36,54.5065,12591,13.813,80,20,60
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,c8613e19-ab11-4e5e-a3e2-c1522cce785e,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,259.88,302.01,71.0229,31.0272,0.9271,10.8727,9.0625,0.5208,68.88,15498,32.7595,203,21,182,3.2089,722,1.7336,8,0,8,30.5778,6880,9.7703,53,10,43,55.2667,12435,12.9653,76,23,53
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,ebdda378-b653-4cff-8e72-19d8a38dd994,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,22.31,307.6,161.4156,53.4391,0.7103,19.8083,10.5533,0.8791,97.477,48836,54.7114,193,11,182,3.016,1511,1.9359,8,0,8,20.3613,10201,11.9039,55,1,54,33.3952,16731,21.7683,79,1,78
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,3b30a09e-b685-4616-8020-736af2c8a789,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,243.35,304.39,116.5421,41.9778,0.8311,15.9135,9.7958,0.7662,60.6856,22393,31.1647,199,17,182,2.5095,926,1.7069,10,0,10,28.4119,10484,6.2727,57,11,46,59.8564,22087,12.2263,87,13,74
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,f8ccb697-aa69-4648-94a9-6c8b1b822983,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,142.42,303.3,32.606,22.7079,0.7946,7.3435,6.3977,0.264,57.2925,6073,23.9789,148,26,122,3.5189,373,1.7306,8,0,8,15.6792,1662,4.5972,27,3,24,24.9151,2641,5.1716,39,10,29
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,9fda8a70-7513-4771-9d3b-448dc35dd201,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,277.63,303.91,51.0073,27.5806,0.8426,9.3002,7.7918,0.5676,51.9317,8361,17.5692,134,32,102,2.4658,397,1.3277,6,0,6,9.4348,1519,4.4927,25,1,24,20.8758,3361,5.0184,35,4,31
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,7d71cda8-8a38-4707-87ba-28d2f68ca053,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,42.3,305.4,71.6685,30.6977,0.9557,10.5871,8.6874,0.5391,77.1681,17440,33.9224,191,25,166,2.2965,519,1.6318,8,0,8,24.8584,5618,5.716,39,10,29,67.3053,15211,12.8003,89,35,54
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,19a47cbf-f33a-4bab-822c-7909399e313d,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,115.46,302.9,8.7164,11.2167,0.8706,4.0019,2.9552,0.6753,34.2,1026,9.4117,63,25,38,1.7,51,1.4657,4,0,4,13.6333,409,4.7669,26,7,19,62,1860,8.8474,75,47,28
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,b95c5775-1a36-442d-a447-d8e8a1e130f7,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,6.589,309.03,61.6608,29.4153,0.8955,10.325,8.03,0.5547,69.3265,13588,32.83,168,21,147,3.1888,625,1.9295,8,0,8,8.8418,1733,5.4028,28,1,27,11.6429,2282,5.8498,46,3,43
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,dc85b293-3fbe-467a-8443-8fa9621ba5fd,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,222.06,310.81,76.511,34.4454,0.8103,14.1107,7.6012,0.8246,67.6141,16295,35.0592,171,16,155,2.556,616,2.1267,12,0,12,6.9087,1665,3.8188,20,0,20,7.9668,1920,3.8176,19,1,18
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,9f6853f8-fc71-4acb-b3be-3206796840d5,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,79.72,311.33,52.6215,27.197,0.894,9.8358,7.0831,0.6895,82.1566,13638,33.9404,202,21,181,1.7952,298,1.3686,6,0,6,5.8614,973,3.6146,17,0,17,36.2952,6025,19.5784,87,10,77
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,bd9824ce-414e-4cb5-a070-54c5f9d8081c,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,142.14,314.44,102.0147,40.8499,0.7682,14.3575,10.2163,0.7641,99.8162,32041,42.6126,216,20,196,2.919,937,1.9621,9,0,9,34.8255,11179,14.1953,60,3,57,61.5327,19752,22.8124,95,9,86
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,3b162752-2c71-4e3c-afd7-db2c28fdd20d,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,191.8,316.79,201.4467,62.0547,0.6574,20.2576,16.6501,0.5003,98.9617,62049,41.8705,220,28,192,2.051,1286,1.519,8,0,8,29.9761,18795,10.4475,66,7,59,70.193,44011,14.5003,103,21,82
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,2059b34b-bc8e-43b7-ab2c-de8da494fe29,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,54.21,314.85,127.5184,45.3769,0.7782,16.4907,10.1014,0.8238,97.6307,38857,41.4121,220,36,184,4.9095,1954,3.2537,15,0,15,15.2337,6063,7.1065,35,2,33,49.9975,19899,20.1932,89,16,73
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,1e9f6483-119f-4070-85ea-20083bbc593d,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,152.69,316.76,83.2905,37.1154,0.7598,14.5259,7.8163,0.8399,93.3855,24467,32.6308,196,39,157,2.6832,703,2.0796,13,0,13,20.8244,5456,8.2768,51,4,47,55.7214,14599,22.6032,97,6,91
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,f7d70ac0-62d0-4bbd-9763-cd7f80d7efa5,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,279.48,315.96,73.6055,32.669,0.8667,11.9026,7.9817,0.7186,87.7662,20274,44.1938,208,20,188,5.6623,1308,2.5313,13,1,12,9.6883,2238,5.6135,28,0,28,28.4892,6581,14.8268,56,4,52
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,153fcc11-8494-488c-a588-8061407db8e8,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,107.5,313.83,36.1571,22.3445,0.91,7.6385,6.2591,0.4135,48.9741,5681,19.5553,118,23,95,1.7672,205,1.2466,6,0,6,34.9655,4056,7.3979,53,15,38,49.8707,5785,7.3016,65,28,37
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,a378fb01-d916-4663-802f-a9327be6d319,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,165.91,320.19,124.6129,45.5784,0.7538,17.7725,9.7485,0.8766,62.3486,24503,31.0556,184,18,166,1.944,764,1.4887,10,0,10,22.3791,8795,6.4457,48,4,44,44.1705,17359,13.5428,69,5,64
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,bb70817a-7c7e-4e15-8442-86ae0392d8f8,Detection,,Ctip2-: Cux1-: RORB-,Annotation,Polygon,89.42,317.81,78.448,34.0336,0.8511,13.6854,7.5024,0.8248,105.6098,25980,78.1234,228,9,219,3.1382,772,2.2708,12,0,12,6.5732,1617,3.8066,22,1,21,8.248,2029,4.0617,28,1,27
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,27a698c8-231e-441e-8fa6-a82299b84fcf,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,119.75,316.31,35.5114,22.6479,0.87,7.903,6.0155,0.6637,55.2212,6240,20.2139,127,27,100,2.2478,254,1.6065,7,0,7,21.2124,2397,7.0968,43,4,39,30.2124,3414,9.249,44,2,42
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,4eeaf033-ca6c-4fc7-bcfa-75f3f1e0be00,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,263.65,319.18,106.2115,39.1327,0.8716,13.5832,10.8499,0.6453,64.1339,21549,30.0471,180,19,161,2.5179,846,1.4861,8,0,8,25.4435,8549,12.9094,65,7,58,48.2232,16203,13.8074,77,13,64
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,556d715f-b965-461d-b4f1-7eca1f0033d9,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,37.53,319.63,85.5503,36.3118,0.8153,12.749,8.8768,0.6942,80.8235,21984,33.22,188,33,155,3.386,921,1.8208,9,0,9,30.4926,8294,9.7405,59,5,54,62.5331,17009,15.6221,90,9,81
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,449024d4-d394-4e74-81b4-28873b73b6b6,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,6.113,320.74,85.5503,35.5235,0.8519,12.4241,9.3083,0.6739,61.8889,16710,26.2075,175,25,150,1.9148,517,1.5581,7,0,7,18.5148,4999,5.9513,37,2,35,50.5111,13638,11.4712,73,17,56
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,47296edb-2a29-4601-8c30-3fbf63ffb730,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,128.75,323.99,106.8572,44.1865,0.6878,16.275,9.7356,0.8445,87.503,29401,34.7328,209,37,172,4.4315,1489,2.1582,12,0,12,22.8006,7661,9.742,48,2,46,44.4286,14928,19.2179,88,15,73
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,5dfc0758-d91f-4a4c-a23c-907a9ccf8e0c,Detection,,Ctip2-: Cux1+: RORB-,Annotation,Polygon,238.64,325.21,148.1796,49.0305,0.7746,17.2145,11.1759,0.8186,116.7689,54064,52.3555,226,17,209,3.1037,1437,1.5197,8,0,8,15.3175,7092,9.2877,49,1,48,35.6911,16525,26.5825,94,3,91
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,a8bb3a1e-2aa7-499c-9758-7ab6f0c1a0fb,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,109.26,327.9,142.3686,49.4622,0.7313,19.2808,9.9956,0.8695,78.0989,34754,35.3027,210,22,188,2.7303,1215,1.8032,10,0,10,23.0809,10271,7.2319,47,6,41,52.5146,23369,17.0358,90,17,73
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,f01cdbc3-0b01-4756-81af-6acc4673b2ac,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,272.41,322.65,21.6297,19.4887,0.7156,6.5302,5.5435,0.2814,76.1644,5560,38.0124,204,36,168,1.863,136,1.347,6,0,6,36.4658,2662,6.8376,56,26,30,61.2466,4471,7.3745,73,41,32
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,86b60b51-e95f-4562-9dbe-79db9b802c58,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,62.62,326.16,79.7393,33.4888,0.8935,11.3961,9.6637,0.2155,79.629,19748,39.134,206,20,186,2.0927,519,1.3982,6,0,6,25.1855,6246,7.3901,61,9,52,45.754,11347,11.5786,69,11,58
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,7acd13b5-3422-4208-9158-d8429eced8d8,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,212.03,325.48,96.2037,37.3996,0.8643,13.3238,8.8015,0.7283,89.8482,27224,42.4075,219,36,183,3.5545,1077,1.8003,9,0,9,21.7096,6578,7.8256,44,7,37,54.7954,16603,12.1907,80,27,53
MAX_40720_5F_KO_S3L_Merged.tif_rotated.tif_subtracted.tif,3870eb05-d17a-4fa1-ac0c-23f0cca8fc50,Detection,,Ctip2-: Cux1+: RORB+,Annotation,Polygon,223.7,327.13,74.2512,33.9049,0.8117,11.5891,8.9176,0.514,90.1239,21089,30.2223,204,41,163,2.141,501,1.3141,8,0,8,36.4273,8524,10.2541,61,11,50,73.7393,17255,16.2857,103,20,83
