,ImageID,Cell Counts,Normalized distance from pia (%),old_names,Animal,Sex,Genotype,Age
1,Seg_NeuN_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,305.0,10.0,L49501-1F,L40720_1M,M,KO,21
2,Seg_NeuN_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,371.0,20.0,L49501-1F,L40720_1M,M,KO,21
3,Seg_NeuN_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,327.0,30.0,L49501-1F,L40720_1M,M,KO,21
4,Seg_NeuN_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,319.0,40.0,L49501-1F,L40720_1M,M,KO,21
5,Seg_NeuN_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,291.0,50.0,L49501-1F,L40720_1M,M,KO,21
6,Seg_NeuN_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,316.0,60.0,L49501-1F,L40720_1M,M,KO,21
7,Seg_NeuN_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,351.0,70.0,L49501-1F,L40720_1M,M,KO,21
8,Seg_NeuN_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,435.0,80.0,L49501-1F,L40720_1M,M,KO,21
9,Seg_NeuN_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,196.0,90.0,L49501-1F,L40720_1M,M,KO,21
0,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,81.0,0.0,L40720_2M,L40720_2M,M,WT,21
1,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,364.0,10.0,L40720_2M,L40720_2M,M,WT,21
2,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,344.0,20.0,L40720_2M,L40720_2M,M,WT,21
3,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,331.0,30.0,L40720_2M,L40720_2M,M,WT,21
4,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,312.0,40.0,L40720_2M,L40720_2M,M,WT,21
5,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,289.0,50.0,L40720_2M,L40720_2M,M,WT,21
6,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,318.0,60.0,L40720_2M,L40720_2M,M,WT,21
7,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,349.0,70.0,L40720_2M,L40720_2M,M,WT,21
8,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,412.0,80.0,L40720_2M,L40720_2M,M,WT,21
9,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,329.0,90.0,L40720_2M,L40720_2M,M,WT,21
0,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,286.0,0.0,L40720_2M,L40720_2M,M,WT,21
1,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,352.0,10.0,L40720_2M,L40720_2M,M,WT,21
2,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,331.0,20.0,L40720_2M,L40720_2M,M,WT,21
3,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,318.0,30.0,L40720_2M,L40720_2M,M,WT,21
4,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,313.0,40.0,L40720_2M,L40720_2M,M,WT,21
5,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,340.0,50.0,L40720_2M,L40720_2M,M,WT,21
6,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,339.0,60.0,L40720_2M,L40720_2M,M,WT,21
7,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,404.0,70.0,L40720_2M,L40720_2M,M,WT,21
8,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,242.0,80.0,L40720_2M,L40720_2M,M,WT,21
9,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,145.0,90.0,L40720_2M,L40720_2M,M,WT,21
0,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,112.0,0.0,L40720_2M,L40720_2M,M,WT,21
1,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,422.0,10.0,L40720_2M,L40720_2M,M,WT,21
2,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,310.0,20.0,L40720_2M,L40720_2M,M,WT,21
3,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,305.0,30.0,L40720_2M,L40720_2M,M,WT,21
4,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,289.0,40.0,L40720_2M,L40720_2M,M,WT,21
5,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,314.0,50.0,L40720_2M,L40720_2M,M,WT,21
6,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,290.0,60.0,L40720_2M,L40720_2M,M,WT,21
7,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,357.0,70.0,L40720_2M,L40720_2M,M,WT,21
8,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,392.0,80.0,L40720_2M,L40720_2M,M,WT,21
9,Seg_NeuN_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,219.0,90.0,L40720_2M,L40720_2M,M,WT,21
0,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,41.0,0.0,L40720_5F,L40720_5F,F,KO,21
1,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,328.0,10.0,L40720_5F,L40720_5F,F,KO,21
2,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,357.0,20.0,L40720_5F,L40720_5F,F,KO,21
3,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,389.0,30.0,L40720_5F,L40720_5F,F,KO,21
4,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,348.0,40.0,L40720_5F,L40720_5F,F,KO,21
5,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,315.0,50.0,L40720_5F,L40720_5F,F,KO,21
6,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,313.0,60.0,L40720_5F,L40720_5F,F,KO,21
7,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,331.0,70.0,L40720_5F,L40720_5F,F,KO,21
8,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,413.0,80.0,L40720_5F,L40720_5F,F,KO,21
9,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,233.0,90.0,L40720_5F,L40720_5F,F,KO,21
0,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,37.0,0.0,L40720_5F,L40720_5F,F,KO,21
1,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,305.0,10.0,L40720_5F,L40720_5F,F,KO,21
2,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,358.0,20.0,L40720_5F,L40720_5F,F,KO,21
3,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,379.0,30.0,L40720_5F,L40720_5F,F,KO,21
4,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,390.0,40.0,L40720_5F,L40720_5F,F,KO,21
5,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,293.0,50.0,L40720_5F,L40720_5F,F,KO,21
6,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,302.0,60.0,L40720_5F,L40720_5F,F,KO,21
7,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,380.0,70.0,L40720_5F,L40720_5F,F,KO,21
8,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,432.0,80.0,L40720_5F,L40720_5F,F,KO,21
9,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,123.0,90.0,L40720_5F,L40720_5F,F,KO,21
0,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,33.0,0.0,L40720_5F,L40720_5F,F,KO,21
1,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,301.0,10.0,L40720_5F,L40720_5F,F,KO,21
2,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,372.0,20.0,L40720_5F,L40720_5F,F,KO,21
3,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,367.0,30.0,L40720_5F,L40720_5F,F,KO,21
4,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,303.0,40.0,L40720_5F,L40720_5F,F,KO,21
5,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,290.0,50.0,L40720_5F,L40720_5F,F,KO,21
6,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,271.0,60.0,L40720_5F,L40720_5F,F,KO,21
7,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,327.0,70.0,L40720_5F,L40720_5F,F,KO,21
8,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,433.0,80.0,L40720_5F,L40720_5F,F,KO,21
9,Seg_NeuN_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,173.0,90.0,L40720_5F,L40720_5F,F,KO,21
0,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,102.0,0.0,L40720_7F,L40720_7F,F,WT,21
1,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,315.0,10.0,L40720_7F,L40720_7F,F,WT,21
2,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,334.0,20.0,L40720_7F,L40720_7F,F,WT,21
3,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,370.0,30.0,L40720_7F,L40720_7F,F,WT,21
4,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,396.0,40.0,L40720_7F,L40720_7F,F,WT,21
5,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,296.0,50.0,L40720_7F,L40720_7F,F,WT,21
6,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,284.0,60.0,L40720_7F,L40720_7F,F,WT,21
7,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,287.0,70.0,L40720_7F,L40720_7F,F,WT,21
8,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,405.0,80.0,L40720_7F,L40720_7F,F,WT,21
9,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,232.0,90.0,L40720_7F,L40720_7F,F,WT,21
0,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,158.0,0.0,L40720_7F,L40720_7F,F,WT,21
1,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,397.0,10.0,L40720_7F,L40720_7F,F,WT,21
2,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,376.0,20.0,L40720_7F,L40720_7F,F,WT,21
3,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,383.0,30.0,L40720_7F,L40720_7F,F,WT,21
4,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,333.0,40.0,L40720_7F,L40720_7F,F,WT,21
5,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,302.0,50.0,L40720_7F,L40720_7F,F,WT,21
6,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,341.0,60.0,L40720_7F,L40720_7F,F,WT,21
7,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,397.0,70.0,L40720_7F,L40720_7F,F,WT,21
8,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,377.0,80.0,L40720_7F,L40720_7F,F,WT,21
9,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,132.0,90.0,L40720_7F,L40720_7F,F,WT,21
0,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,141.0,0.0,L40720_7F,L40720_7F,F,WT,21
1,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,321.0,10.0,L40720_7F,L40720_7F,F,WT,21
2,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,352.0,20.0,L40720_7F,L40720_7F,F,WT,21
3,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,336.0,30.0,L40720_7F,L40720_7F,F,WT,21
4,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,341.0,40.0,L40720_7F,L40720_7F,F,WT,21
5,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,300.0,50.0,L40720_7F,L40720_7F,F,WT,21
6,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,278.0,60.0,L40720_7F,L40720_7F,F,WT,21
7,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,344.0,70.0,L40720_7F,L40720_7F,F,WT,21
8,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,374.0,80.0,L40720_7F,L40720_7F,F,WT,21
9,Seg_NeuN_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,207.0,90.0,L40720_7F,L40720_7F,F,WT,21
0,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,22.0,0.0,L41180_2F,L41180_2F,F,WT,21
1,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,286.0,10.0,L41180_2F,L41180_2F,F,WT,21
2,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,380.0,20.0,L41180_2F,L41180_2F,F,WT,21
3,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,349.0,30.0,L41180_2F,L41180_2F,F,WT,21
4,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,226.0,40.0,L41180_2F,L41180_2F,F,WT,21
5,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,177.0,50.0,L41180_2F,L41180_2F,F,WT,21
6,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,166.0,60.0,L41180_2F,L41180_2F,F,WT,21
7,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,246.0,70.0,L41180_2F,L41180_2F,F,WT,21
8,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,205.0,80.0,L41180_2F,L41180_2F,F,WT,21
9,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,21.0,90.0,L41180_2F,L41180_2F,F,WT,21
0,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,28.0,0.0,L41180_2F,L41180_2F,F,WT,21
1,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,256.0,10.0,L41180_2F,L41180_2F,F,WT,21
2,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,359.0,20.0,L41180_2F,L41180_2F,F,WT,21
3,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,371.0,30.0,L41180_2F,L41180_2F,F,WT,21
4,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,279.0,40.0,L41180_2F,L41180_2F,F,WT,21
5,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,222.0,50.0,L41180_2F,L41180_2F,F,WT,21
6,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,192.0,60.0,L41180_2F,L41180_2F,F,WT,21
7,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,263.0,70.0,L41180_2F,L41180_2F,F,WT,21
8,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,220.0,80.0,L41180_2F,L41180_2F,F,WT,21
9,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.tif_rotated,126.0,90.0,L41180_2F,L41180_2F,F,WT,21
0,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,26.0,0.0,L41180_2F,L41180_2F,F,WT,21
1,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,291.0,10.0,L41180_2F,L41180_2F,F,WT,21
2,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,388.0,20.0,L41180_2F,L41180_2F,F,WT,21
3,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,410.0,30.0,L41180_2F,L41180_2F,F,WT,21
4,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,338.0,40.0,L41180_2F,L41180_2F,F,WT,21
5,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,237.0,50.0,L41180_2F,L41180_2F,F,WT,21
6,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,216.0,60.0,L41180_2F,L41180_2F,F,WT,21
7,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,242.0,70.0,L41180_2F,L41180_2F,F,WT,21
8,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,320.0,80.0,L41180_2F,L41180_2F,F,WT,21
9,Seg_NeuN_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.tif_rotated,98.0,90.0,L41180_2F,L41180_2F,F,WT,21
0,Seg_NeuN_Stitched-L41180_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,19.0,0.0,L41180_3F,L41180_3F,F,KO,21
1,Seg_NeuN_Stitched-L41180_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,315.0,10.0,L41180_3F,L41180_3F,F,KO,21
2,Seg_NeuN_Stitched-L41180_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,416.0,20.0,L41180_3F,L41180_3F,F,KO,21
3,Seg_NeuN_Stitched-L41180_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,433.0,30.0,L41180_3F,L41180_3F,F,KO,21
4,Seg_NeuN_Stitched-L41180_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,348.0,40.0,L41180_3F,L41180_3F,F,KO,21
5,Seg_NeuN_Stitched-L41180_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,256.0,50.0,L41180_3F,L41180_3F,F,KO,21
6,Seg_NeuN_Stitched-L41180_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.tif_rotated,271.0,60.0,L41180_3F,L41180_3F,F,KO,21
