file,Cells,Area (um^2),"Cells per 40,000 um^2"
Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.csv,5108,1208493.879296,169.0
Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.csv,4735,1208493.879296,157.0
Seg_DAPI_Stitched-L40720_1M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.csv,4832,1208493.879296,160.0
Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.csv,4957,1208493.879296,164.0
Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.csv,4961,1208493.879296,164.0
Seg_DAPI_Stitched-L40720_2M_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.csv,4848,1208493.879296,160.0
Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.csv,4456,1208493.879296,147.0
Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.csv,5007,1208493.879296,166.0
Seg_DAPI_Stitched-L40720_5F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.csv,4748,1208493.879296,157.0
Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.csv,4591,1208493.879296,152.0
Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.csv,5177,1208493.879296,171.0
Seg_DAPI_Stitched-L40720_7F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.csv,4693,1208493.879296,155.0
Seg_DAPI_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.csv,5454,1208493.879296,181.0
Seg_DAPI_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.csv,5405,1208493.879296,179.0
Seg_DAPI_Stitched-L41180_2F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.csv,5576,1208493.879296,185.0
Seg_DAPI_Stitched-L41180_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section1_A01.tif_rotated.tif.csv,5199,1208493.879296,172.0
Seg_DAPI_Stitched-L41180_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section2_A01.tif_rotated.tif.csv,5302,1208493.879296,175.0
Seg_DAPI_Stitched-L41180_3F_V1_488-Sox9_568_NeuN_647-Olig2_30X_section3_A01.tif_rotated.tif.csv,5722,1208493.879296,189.0
