#Selection name: Selection 5
#Area (µm^2): 1389450.20
Cell ID,Cluster,Transcripts,Area (µm^2)
mkjiciio-1,Cluster 13,5,110.59
mkjgmmkk-1,Cluster 6,0,21.68
obdbelcn-1,Cluster 1,0,28.22
oigipkej-1,Cluster 13,0,82.82
apfonmpc-1,Cluster 22,1,167.62
oiglonpk-1,Cluster 19,3,60.64
apflogod-1,Cluster 13,8,100.29
apfkhmhg-1,Cluster 9,1,190.83
mkjinlcg-1,Cluster 24,1,85.53
miiaoeaj-1,Cluster 9,1,99.89
mkndojba-1,Cluster 2,0,200.09
mihblojo-1,Cluster 9,0,172.23
mkndmeik-1,Cluster 9,0,175.16
mkngaonp-1,Cluster 9,1,185.86
mibikgee-1,Cluster 13,7,109.37
mkngodlf-1,Cluster 9,0,109.01
mkngmcmp-1,Cluster 9,0,163.15
mihokhkj-1,Cluster 13,11,159.81
mknfcpaf-1,Cluster 9,4,145.31
mkndimjm-1,Cluster 8,1,34.41
mkndklbk-1,Cluster 8,0,76.72
mknlnjeg-1,Cluster 9,4,170.28
miiagfon-1,Cluster 9,0,209.34
mihnfdap-1,Cluster 13,9,137.50
mihnegnb-1,Cluster 13,6,147.34
mknfjelg-1,Cluster 13,12,173.85
baopjejo-1,Cluster 1,4,134.66
mknijcdl-1,Cluster 9,1,155.34
baooclgo-1,Cluster 9,10,185.77
obbaegpb-1,Cluster 13,3,81.37
baphemap-1,Cluster 13,26,150.78
bbeblcgk-1,Cluster 19,3,344.50
bapaiffn-1,Cluster 13,5,119.30
baophcfa-1,Cluster 13,5,147.84
obdmjclb-1,Cluster 13,3,49.18
baomhmdj-1,Cluster 13,4,151.27
baojhgik-1,Cluster 13,4,158.54
baojogni-1,Cluster 4,0,179.59
obdlpcgo-1,Cluster 9,3,130.64
mhpoohnf-1,Cluster 13,2,89.50
ogpelmbb-1,Cluster 1,3,210.38
mkniilik-1,Cluster 22,0,117.77
mknkdgoj-1,Cluster 6,0,62.09
baoogdni-1,Cluster 13,5,183.92
baolakfi-1,Cluster 9,0,172.09
baomjflp-1,Cluster 22,1,163.47
mknoaigb-1,Cluster 21,0,41.77
mknhdlda-1,Cluster 9,0,195.08
bbeblaeh-1,Cluster 9,9,172.45
baookgep-1,Cluster 9,10,203.20
miaemgnl-1,Cluster 13,5,63.58
miaemabo-1,Cluster 13,6,119.94
mknjihoa-1,Cluster 13,0,95.78
mknlnipd-1,Cluster 13,5,86.52
mknkheee-1,Cluster 24,1,113.25
mknhbebj-1,Cluster 8,0,92.16
mknlhbcf-1,Cluster 13,9,141.11
mknkpgfi-1,Cluster 13,4,106.98
mkobdhcb-1,Cluster 13,4,100.02
mkoangip-1,Cluster 2,0,34.68
mknpddkl-1,Cluster 13,11,146.08
mknlifnm-1,Cluster 9,3,136.55
obdampke-1,Cluster 19,1,73.88
baolhcph-1,Cluster 13,11,172.81
baonaldm-1,Cluster 9,3,215.53
baoogbjd-1,Cluster 9,7,200.45
bbadnlmc-1,Cluster 9,0,160.80
mieoblkj-1,Cluster 1,0,34.59
mificbnd-1,Cluster 7,0,79.84
ognlbbcb-1,Cluster 8,0,252.38
miemcehe-1,Cluster 9,0,158.68
mieknakk-1,Cluster 9,0,196.16
miepbefa-1,Cluster 24,0,134.79
miejjmok-1,Cluster 24,0,78.53
miehkjkm-1,Cluster 7,1,74.33
miehadko-1,Cluster 7,2,107.11
miegbbob-1,Cluster 2,0,94.78
mieeincd-1,Cluster 2,0,38.52
miegklie-1,Cluster 7,0,58.30
mieempkd-1,Cluster 2,0,98.26
miihiefj-1,Cluster 9,0,153.22
mijcighf-1,Cluster 7,1,48.63
mieifkna-1,Cluster 1,4,76.31
miepcfpb-1,Cluster 6,0,33.69
miehaokk-1,Cluster 2,0,62.77
mifiaamb-1,Cluster 7,0,48.95
miegalah-1,Cluster 1,0,73.20
miemcilb-1,Cluster 8,1,117.00
miigjaic-1,Cluster 2,0,44.52
miijmapd-1,Cluster 9,0,193.63
mieenipg-1,Cluster 8,0,32.60
mijconph-1,Cluster 7,0,55.36
mienpkhh-1,Cluster 8,1,89.64
bbcjdepl-1,Cluster 31,0,161.25
bbcjamnb-1,Cluster 9,2,179.95
bbckaafd-1,Cluster 9,0,192.09
bbcmempb-1,Cluster 9,0,152.85
bbclcopg-1,Cluster 9,0,164.64
obdgnahn-1,Cluster 7,0,20.09
mifbbeik-1,Cluster 1,3,104.85
oigmckhb-1,Cluster 9,0,140.89
miilkpme-1,Cluster 9,0,186.18
mijdgnpo-1,Cluster 7,0,46.33
mihblcgb-1,Cluster 9,0,273.15
miimooha-1,Cluster 9,0,190.15
miilkkco-1,Cluster 9,0,109.87
miilhgdn-1,Cluster 8,0,102.73
miilccbo-1,Cluster 24,0,121.52
miikjlad-1,Cluster 9,0,184.33
miinhfmp-1,Cluster 9,0,118.58
bbcgojnd-1,Cluster 9,0,182.07
mijdjaok-1,Cluster 7,7,94.47
miefpdjh-1,Cluster 2,0,33.82
ognmpgkn-1,Cluster 2,0,16.53
mijhfcej-1,Cluster 7,0,48.86
obedlngf-1,Cluster 7,1,33.10
obedoman-1,Cluster 7,1,36.17
bbcfkknp-1,Cluster 8,0,119.17
mihalknb-1,Cluster 9,0,150.46
obeebmji-1,Cluster 7,0,9.80
miegaami-1,Cluster 1,6,113.12
obdnhijd-1,Cluster 1,1,71.75
obdoanpl-1,Cluster 2,1,7.90
miimbjdp-1,Cluster 2,0,88.33
bbcfmmhj-1,Cluster 9,1,208.26
miecapbd-1,Cluster 7,0,81.01
midmpkef-1,Cluster 7,0,76.31
mideancn-1,Cluster 2,0,57.71
miecgpac-1,Cluster 7,0,60.28
miecphpf-1,Cluster 7,0,14.59
midejggf-1,Cluster 6,0,35.58
midejggk-1,Cluster 21,0,48.14
mieecckc-1,Cluster 7,1,90.40
mieeedcl-1,Cluster 7,0,53.06
midjkcjb-1,Cluster 1,3,132.35
mikmehfh-1,Cluster 8,0,86.65
obdgchdi-1,Cluster 1,0,17.39
midofmhh-1,Cluster 2,0,115.19
mifdljfm-1,Cluster 7,0,54.37
mifbjffl-1,Cluster 7,0,94.33
mifejpbo-1,Cluster 7,0,15.08
mifdphik-1,Cluster 35,0,64.30
midipmde-1,Cluster 2,0,85.39
mifdfmfj-1,Cluster 7,0,26.42
obdgjipp-1,Cluster 1,0,40.69
bbaiajfh-1,Cluster 9,0,209.53
mifgeljc-1,Cluster 7,2,106.84
bbafeafo-1,Cluster 6,0,55.50
miebnoce-1,Cluster 9,0,143.60
mifemnpj-1,Cluster 7,0,62.50
midkfpkc-1,Cluster 1,4,100.56
mifhogol-1,Cluster 7,0,28.18
miebgefo-1,Cluster 31,0,88.69
obdhcbia-1,Cluster 31,0,93.02
midnagmp-1,Cluster 11,0,99.89
mifkdclm-1,Cluster 7,0,65.66
mifgkcek-1,Cluster 7,1,24.93
mifkpjok-1,Cluster 7,1,57.85
midmenpk-1,Cluster 6,3,142.38
mifjnkkd-1,Cluster 7,0,96.41
mikapcmm-1,Cluster 6,0,68.73
mikafghl-1,Cluster 9,0,157.78
bbafbfbe-1,Cluster 9,0,125.81
midonobj-1,Cluster 9,0,136.24
midnidkl-1,Cluster 9,2,190.20
bbaehjpe-1,Cluster 9,0,188.30
mifiknlg-1,Cluster 7,2,86.16
mikbhcnm-1,Cluster 6,1,86.16
midnhgii-1,Cluster 31,1,118.72
midnedpm-1,Cluster 22,0,76.49
mifilbce-1,Cluster 7,1,41.18
midneeba-1,Cluster 6,0,52.83
mifijjng-1,Cluster 7,0,60.33
mieihhfm-1,Cluster 2,0,67.06
mifjhnfe-1,Cluster 1,1,63.72
bbajlpdp-1,Cluster 12,0,178.59
miekejde-1,Cluster 2,0,66.29
mifjfola-1,Cluster 1,0,80.83
mifjaofj-1,Cluster 7,1,58.39
miephjoc-1,Cluster 2,0,79.25
mifhpbij-1,Cluster 7,0,53.06
mifihiba-1,Cluster 7,0,29.76
miijcfen-1,Cluster 9,0,161.70
obdnbega-1,Cluster 9,0,127.39
mgojpmhc-1,Cluster 9,0,177.92
migmgeej-1,Cluster 9,0,152.13
miijdkic-1,Cluster 9,0,136.24
miigchic-1,Cluster 9,0,140.07
migobmpj-1,Cluster 9,0,136.64
obdlklbk-1,Cluster 13,0,91.76
migmhjpk-1,Cluster 9,0,161.57
bbaibgjm-1,Cluster 2,0,51.57
migngook-1,Cluster 9,0,117.00
bbdfiadn-1,Cluster 9,1,200.58
bbdbnffp-1,Cluster 9,1,220.00
bbdckgnc-1,Cluster 9,0,243.98
migmdjna-1,Cluster 9,0,107.11
miigbghi-1,Cluster 24,0,142.33
miiiceal-1,Cluster 9,0,194.13
mhadalhd-1,Cluster 9,3,188.84
mignflbi-1,Cluster 9,2,205.82
miglofdl-1,Cluster 6,0,49.54
obdmkgmg-1,Cluster 9,2,74.42
mihjelfh-1,Cluster 9,0,236.08
bbdkeagd-1,Cluster 13,11,152.76
miickolb-1,Cluster 13,5,71.71
mihkpdaj-1,Cluster 9,1,214.72
bbcnjdja-1,Cluster 9,0,197.02
miicachm-1,Cluster 22,0,91.26
mihijgkj-1,Cluster 9,0,166.36
bbcmkdcn-1,Cluster 9,1,185.82
mihkgkba-1,Cluster 2,0,41.41
mihhgncm-1,Cluster 12,0,30.53
mihkcnja-1,Cluster 9,0,110.77
mkndijac-1,Cluster 1,3,113.61
mihimkck-1,Cluster 9,0,124.81
mihmojbh-1,Cluster 13,11,157.46
mihlcohe-1,Cluster 11,0,70.13
mihfheil-1,Cluster 9,2,93.38
mihfgaho-1,Cluster 9,1,145.54
miibmaja-1,Cluster 13,1,93.65
bbdkfgll-1,Cluster 13,5,165.36
bbcpmpbo-1,Cluster 22,0,138.99
bbcplpde-1,Cluster 9,0,203.11
miidpeea-1,Cluster 13,4,67.33
miidbibd-1,Cluster 2,2,60.92
mihagofi-1,Cluster 9,0,110.36
mihfcicd-1,Cluster 6,1,49.08
mihdkahn-1,Cluster 24,0,118.90
ogpelfkf-1,Cluster 1,1,75.23
miiconbb-1,Cluster 21,1,60.96
mkngidod-1,Cluster 9,3,101.06
obdmjfem-1,Cluster 2,0,19.96
mhaedagf-1,Cluster 13,3,156.60
mkngkaeb-1,Cluster 9,2,96.77
mhafikpd-1,Cluster 9,0,136.73
miicieah-1,Cluster 11,0,15.90
mihpamcb-1,Cluster 1,2,72.25
bbcnedeo-1,Cluster 13,11,160.98
mihieeka-1,Cluster 9,0,155.70
migibnak-1,Cluster 9,0,113.75
miklmhde-1,Cluster 2,0,58.75
bbapjlok-1,Cluster 9,0,210.47
bbaoihfe-1,Cluster 9,0,181.44
bbanlloi-1,Cluster 12,0,192.32
bbaohimn-1,Cluster 9,0,172.00
miggflma-1,Cluster 9,0,232.06
migdmhnm-1,Cluster 9,0,181.80
migfakec-1,Cluster 13,0,123.50
mgmokfde-1,Cluster 9,0,174.26
migfchhe-1,Cluster 9,1,137.14
bbapiedn-1,Cluster 9,0,160.03
migffofa-1,Cluster 9,0,111.90
migcgedk-1,Cluster 2,0,57.94
migcheab-1,Cluster 9,0,206.86
ognnjgac-1,Cluster 2,1,178.46
mgmpbfcd-1,Cluster 2,0,52.34
migcjkme-1,Cluster 11,0,80.65
mgmnnhhn-1,Cluster 9,1,187.26
bbanckdc-1,Cluster 9,0,147.84
bbaaokoo-1,Cluster 9,0,179.00
bbaelomc-1,Cluster 9,0,178.23
migcfmok-1,Cluster 9,0,136.82
mgomeapi-1,Cluster 9,0,217.07
bbafickl-1,Cluster 11,0,138.49
mikakdoi-1,Cluster 9,0,162.52
migpgjmk-1,Cluster 9,0,61.32
bbailcma-1,Cluster 9,0,206.45
mihagaik-1,Cluster 1,4,148.93
bbakclkl-1,Cluster 9,1,183.61
mgokoago-1,Cluster 6,0,93.47
obdleikm-1,Cluster 9,0,123.41
migccakh-1,Cluster 9,0,202.30
mighbela-1,Cluster 9,0,180.72
oigmpjga-1,Cluster 1,0,22.22
mgoidnjj-1,Cluster 21,0,58.43
mgonahbh-1,Cluster 9,1,169.88
mikbeokj-1,Cluster 9,0,201.13
mgoiimok-1,Cluster 2,1,48.72
migjhhig-1,Cluster 9,0,52.25
mgmogjie-1,Cluster 6,0,39.56
migiblli-1,Cluster 9,1,145.85
mighenef-1,Cluster 2,0,56.63
mgogcena-1,Cluster 13,3,106.52
miggkemc-1,Cluster 9,0,216.21
mgokhgjb-1,Cluster 9,0,147.84
migkacpi-1,Cluster 9,0,160.49
bbaigmin-1,Cluster 24,0,130.73
migllpam-1,Cluster 9,1,69.68
bbajnidj-1,Cluster 9,0,205.64
mgokghlm-1,Cluster 9,0,169.65
miglnnao-1,Cluster 9,0,147.48
bbabdemc-1,Cluster 9,0,187.04
bbacnoop-1,Cluster 9,0,187.94
bappkjmb-1,Cluster 9,0,160.35
migjhceb-1,Cluster 6,1,70.17
mgolicnf-1,Cluster 8,0,131.04
mggmoidb-1,Cluster 2,2,57.12
mhaajcak-1,Cluster 2,0,44.70
bbedikac-1,Cluster 6,0,59.34
bapfemkl-1,Cluster 13,14,137.77
mibideka-1,Cluster 2,0,77.67
micdbhoi-1,Cluster 8,0,25.06
micckfpa-1,Cluster 2,0,40.41
mibjooij-1,Cluster 13,13,105.26
bapcllfm-1,Cluster 13,8,146.85
miappkdp-1,Cluster 19,6,230.03
miadakli-1,Cluster 13,6,99.30
miandeim-1,Cluster 2,0,48.54
mibnjkfg-1,Cluster 22,0,96.00
miampglc-1,Cluster 19,10,142.69
obdblfbo-1,Cluster 8,0,51.12
ogneehlk-1,Cluster 2,0,130.55
mhppcfgi-1,Cluster 31,0,99.75
mianjbnd-1,Cluster 13,11,166.45
miaeinjf-1,Cluster 13,9,169.34
bapjabgp-1,Cluster 13,19,187.67
miaibjdd-1,Cluster 13,12,190.33
miahebob-1,Cluster 13,1,24.47
miakpfje-1,Cluster 13,1,110.99
miahkloj-1,Cluster 21,1,27.59
bapginfo-1,Cluster 22,0,201.58
mianbdjn-1,Cluster 13,18,246.33
bapbijlh-1,Cluster 13,6,164.05
apfpmhkh-1,Cluster 13,9,141.88
ognhpcci-1,Cluster 2,1,29.94
mibabmdb-1,Cluster 2,0,10.75
miamjhin-1,Cluster 13,4,194.67
miapbcne-1,Cluster 13,24,293.20
bapbijbg-1,Cluster 13,18,297.76
obddjkdc-1,Cluster 19,4,91.35
micghdgc-1,Cluster 13,6,208.31
mibmffne-1,Cluster 3,1,50.26
micdfpgf-1,Cluster 1,0,72.97
micekpgh-1,Cluster 2,0,39.24
miadjljk-1,Cluster 13,3,104.81
obdfpfjm-1,Cluster 19,0,138.49
bahdnkli-1,Cluster 28,4,199.46
mhahiiml-1,Cluster 6,1,67.82
miacabbg-1,Cluster 13,13,256.35
mibmkegk-1,Cluster 28,6,231.11
bapcddbi-1,Cluster 13,1,254.41
bapbebai-1,Cluster 13,28,296.09
bahcckch-1,Cluster 13,13,297.90
miabhngj-1,Cluster 22,6,203.11
mhhnjjpk-1,Cluster 13,7,130.05
apfonaki-1,Cluster 13,5,164.82
mibmhfab-1,Cluster 8,0,45.34
bapfnjcp-1,Cluster 13,9,146.44
miabhhmb-1,Cluster 13,9,155.43
miabdipa-1,Cluster 13,6,100.43
micaanjd-1,Cluster 10,2,137.68
oighmlma-1,Cluster 15,0,14.54
micakglc-1,Cluster 17,3,217.61
micedlip-1,Cluster 17,0,199.32
bapjagfl-1,Cluster 13,16,190.20
bapihfcm-1,Cluster 13,10,258.75
mgpopcmn-1,Cluster 13,7,128.97
mgphhnnm-1,Cluster 13,13,164.64
mgpbfmlo-1,Cluster 6,0,69.00
bbdpfoen-1,Cluster 13,24,130.50
mgphlofm-1,Cluster 13,12,205.28
mgpedlfl-1,Cluster 8,0,47.50
mgpiebje-1,Cluster 8,1,63.08
bbdkbgcc-1,Cluster 13,5,171.37
mhafacmo-1,Cluster 13,8,72.61
bbcepeen-1,Cluster 13,5,141.79
obcmjcba-1,Cluster 1,0,25.15
ogmndaoa-1,Cluster 13,5,142.83
bbdpbmjp-1,Cluster 22,0,193.81
mgpjceke-1,Cluster 13,7,91.26
bbdnhoil-1,Cluster 13,11,147.44
obdeoenk-1,Cluster 13,0,81.78
mhafbinp-1,Cluster 13,9,174.75
oapimmee-1,Cluster 13,4,50.17
mhaehgmg-1,Cluster 13,7,97.31
oapgoakn-1,Cluster 13,4,90.31
bbcemmmb-1,Cluster 22,1,120.70
mhaagmdc-1,Cluster 31,1,109.41
bbdnohia-1,Cluster 13,14,132.44
oapihbim-1,Cluster 13,4,141.56
mgplakhk-1,Cluster 13,11,133.80
mhadflfa-1,Cluster 13,5,86.65
mhadjaff-1,Cluster 21,1,38.38
bbcfdbdg-1,Cluster 13,12,125.44
mgpmchcb-1,Cluster 14,0,83.13
bbeccflc-1,Cluster 1,2,119.53
bbceonak-1,Cluster 13,15,193.36
mgpmfpkf-1,Cluster 13,5,155.88
obdfcpoa-1,Cluster 13,2,56.58
bbebiond-1,Cluster 13,15,143.42
ognidkbi-1,Cluster 2,0,59.11
mibhcjkl-1,Cluster 13,8,143.19
micjcone-1,Cluster 13,1,148.43
mhadigmd-1,Cluster 2,0,28.81
mibhhknb-1,Cluster 13,23,157.87
mibgmoag-1,Cluster 13,12,228.81
obdflbdo-1,Cluster 13,0,29.08
mibgghna-1,Cluster 6,0,62.72
mibbfjkc-1,Cluster 1,0,28.36
bbecldae-1,Cluster 13,4,152.27
mibceadi-1,Cluster 2,0,37.03
bbebmpca-1,Cluster 13,8,156.29
mibgenml-1,Cluster 2,0,33.14
micimapj-1,Cluster 21,0,24.70
micjamei-1,Cluster 21,0,57.12
mibdknnc-1,Cluster 13,11,163.38
mibhpbpa-1,Cluster 31,0,113.61
mibjlmai-1,Cluster 4,0,127.70
bbecjihd-1,Cluster 13,18,139.13
mibjpcoe-1,Cluster 13,11,141.75
mibdklml-1,Cluster 13,2,95.23
michocjn-1,Cluster 28,5,240.41
mibkgifg-1,Cluster 13,17,149.38
mhndedjc-1,Cluster 2,0,19.64
mhocnnjb-1,Cluster 22,0,114.79
apggbfgl-1,Cluster 17,0,208.76
mhnfcpgb-1,Cluster 10,0,95.42
banmmahf-1,Cluster 10,1,150.64
mhnfnenh-1,Cluster 8,0,113.88
banoipce-1,Cluster 2,1,110.99
bagjlnep-1,Cluster 17,0,247.68
mhnhhabp-1,Cluster 2,0,81.01
bagifmoa-1,Cluster 28,0,263.98
mhpblocb-1,Cluster 6,0,66.11
ogncjjpl-1,Cluster 2,3,232.37
banpjbfm-1,Cluster 17,0,342.83
mhndiipn-1,Cluster 2,0,91.67
mhndohnb-1,Cluster 6,0,41.68
mhngjldc-1,Cluster 14,0,97.27
oanogjba-1,Cluster 1,0,72.11
bagkkedl-1,Cluster 17,0,294.06
mhogjljk-1,Cluster 17,0,186.09
mhogkedj-1,Cluster 2,2,68.14
bagkpjjo-1,Cluster 28,2,221.85
baoacejh-1,Cluster 22,0,161.25
mhodijic-1,Cluster 28,3,185.32
mhodcajh-1,Cluster 17,0,219.32
mhpkpeie-1,Cluster 1,3,34.86
mhnefkhl-1,Cluster 28,0,51.57
obcmfenp-1,Cluster 17,0,203.02
mhplfidl-1,Cluster 2,0,65.39
obclogkn-1,Unassigned,0,10.16
mhnhfabn-1,Cluster 17,1,266.06
mhohlbkd-1,Cluster 1,2,120.66
micgakgb-1,Cluster 22,0,121.56
mhpfkoga-1,Cluster 2,1,56.58
mhogmmif-1,Cluster 2,0,34.18
mhnkbcia-1,Cluster 14,0,80.65
mhnfenap-1,Cluster 17,1,180.58
baoaaofn-1,Cluster 28,0,236.62
micfemam-1,Cluster 8,1,41.14
bagjhacf-1,Cluster 17,0,197.92
mhodbgac-1,Cluster 17,0,164.10
mhndhbla-1,Cluster 28,0,208.40
mhnhaipp-1,Cluster 1,1,89.77
ognibfmd-1,Cluster 1,0,214.67
micdfjcl-1,Cluster 2,0,53.92
micfehko-1,Cluster 28,4,193.99
mhohmdpo-1,Cluster 28,6,216.84
banmccpp-1,Cluster 17,0,237.30
baobfpen-1,Cluster 28,0,184.64
micgggfj-1,Cluster 22,0,164.96
mhndchga-1,Cluster 17,0,301.06
mhoffnak-1,Cluster 2,0,13.10
mhnhfogi-1,Cluster 22,0,156.65
ogndpafp-1,Cluster 1,0,28.36
mhnfalek-1,Cluster 13,3,86.11
miboebfg-1,Cluster 28,0,167.17
miccfomc-1,Cluster 13,4,89.82
ogncibai-1,Cluster 2,0,37.39
mhpmaokl-1,Cluster 10,0,91.40
michmbna-1,Cluster 19,12,268.00
bbehpkej-1,Cluster 3,0,144.82
mhabjlmg-1,Cluster 13,5,157.19
michdncd-1,Cluster 2,0,115.06
mgplfkhb-1,Cluster 13,9,160.89
mhabgdmj-1,Cluster 13,8,168.03
micjoilk-1,Cluster 2,0,55.18
bbehnenf-1,Cluster 17,0,144.27
mhnlhalp-1,Cluster 13,11,179.13
mhmhppao-1,Cluster 4,1,163.87
bbedngpc-1,Cluster 13,9,240.77
mhnlemop-1,Cluster 6,0,23.80
mgpkcnjm-1,Cluster 10,0,80.51
mhmoanef-1,Cluster 19,2,278.30
bbdpbfel-1,Cluster 13,11,142.33
obcmlbal-1,Cluster 2,0,14.86
mhnbpgji-1,Cluster 10,0,149.96
bbdpncob-1,Cluster 17,0,205.96
mhnkgppl-1,Cluster 2,0,50.76
bbeadjhe-1,Cluster 4,0,170.19
bbehflnn-1,Cluster 28,0,236.03
mhnkkdna-1,Cluster 3,0,103.90
mhmnamdi-1,Cluster 21,0,37.80
mhmjleen-1,Cluster 19,1,156.06
mhnkbcoa-1,Cluster 13,11,227.50
mhnbmnoh-1,Cluster 6,2,86.88
mhnlcllg-1,Cluster 13,7,197.83
obconblp-1,Cluster 8,0,30.89
mhnbkjlf-1,Cluster 2,0,37.16
mhmnbpnn-1,Cluster 1,0,86.34
mhnlnbfj-1,Cluster 24,0,93.25
mhnbiifc-1,Cluster 28,0,223.25
mhnmanap-1,Cluster 28,1,169.83
mhnmpphl-1,Cluster 2,0,50.80
mhmkghie-1,Cluster 17,1,359.99
mhnpfkdn-1,Cluster 8,0,53.83
mhmigplg-1,Cluster 28,2,169.70
mggmklma-1,Cluster 13,7,129.33
mhnbeeod-1,Cluster 17,2,293.47
mhmnieni-1,Cluster 17,0,177.15
ogncianc-1,Cluster 1,4,179.18
mhnkjakn-1,Cluster 13,7,103.95
mhnaomdc-1,Cluster 10,1,132.71
mhnocfbf-1,Cluster 17,0,157.73
bbboagpi-1,Cluster 22,0,192.64
micjijog-1,Cluster 6,0,62.54
bbecpeoc-1,Cluster 10,0,157.82
micjfojd-1,Cluster 2,0,31.56
oanmcmgn-1,Cluster 17,0,291.66
bbebbnjn-1,Cluster 17,0,192.64
mhnmiaol-1,Cluster 2,0,25.69
mhnlmaip-1,Cluster 2,0,60.92
mhmojcdo-1,Cluster 17,1,213.18
bbdpkjdl-1,Cluster 28,2,234.04
micjebei-1,Cluster 2,1,63.44
micbhmgm-1,Cluster 13,5,227.86
mhmnimfo-1,Cluster 3,0,89.32
bbbbcick-1,Cluster 13,4,145.67
bbamojee-1,Cluster 13,16,160.03
bbamkfem-1,Cluster 22,0,182.93
mgohficj-1,Cluster 8,0,70.85
mgfgddkp-1,Cluster 2,0,25.24
mgffdacd-1,Cluster 13,14,203.16
obaefpgo-1,Cluster 9,0,107.56
obaefbhb-1,Cluster 19,0,11.56
mgghhimh-1,Cluster 13,12,146.26
mgghafdk-1,Cluster 1,0,52.25
mggilelj-1,Cluster 13,5,121.65
bbbhmkdk-1,Cluster 13,14,115.10
mgopflja-1,Cluster 13,10,93.93
mgopkkei-1,Cluster 9,0,100.88
bbbgpcib-1,Cluster 2,3,147.98
bbbhapca-1,Cluster 13,5,276.27
bbalifco-1,Cluster 13,2,163.78
bbbhhdfd-1,Cluster 13,13,127.75
mggjlabn-1,Cluster 13,3,107.47
mgghagjf-1,Cluster 1,1,44.30
mgoppiio-1,Cluster 9,1,163.69
mgonoeac-1,Cluster 13,6,158.09
mggggkfc-1,Cluster 13,7,127.21
mgojhbmh-1,Cluster 9,3,181.57
bbbhlnjc-1,Cluster 13,11,130.46
mggfopde-1,Cluster 13,8,74.96
bbbgjlfc-1,Cluster 13,16,146.26
mgonakom-1,Cluster 9,0,91.80
mgggefhc-1,Cluster 13,14,120.30
mgopnhmc-1,Cluster 9,1,151.95
bbdgplna-1,Cluster 13,11,142.60
oapeeocl-1,Cluster 1,1,48.36
oapelpmf-1,Cluster 1,1,6.41
bbdhoino-1,Cluster 13,13,148.56
mgpjgcbi-1,Cluster 13,3,105.08
bbdmicek-1,Cluster 13,11,129.28
oapelgjn-1,Cluster 9,2,54.05
bbdikioc-1,Cluster 13,8,157.10
mhablcnm-1,Cluster 6,0,20.23
mgpbkffg-1,Cluster 2,0,79.70
mgpkbnil-1,Cluster 2,0,96.32
mgpimhdf-1,Cluster 13,6,93.93
mgpdenio-1,Cluster 13,5,131.00
mgpejnhf-1,Cluster 31,1,112.17
mgpbdlnd-1,Cluster 9,3,96.77
mgpmfega-1,Cluster 13,11,114.11
mgokcgcf-1,Cluster 1,7,140.53
bbdgboip-1,Cluster 1,0,103.18
mgpbocae-1,Cluster 2,0,44.70
bbdikegd-1,Cluster 1,5,118.44
bbdindig-1,Cluster 13,18,127.75
oapefopn-1,Cluster 9,4,25.92
bbdkpejc-1,Cluster 13,10,83.27
bbdibcmf-1,Cluster 13,18,152.81
mhacpigk-1,Cluster 13,1,140.71
bbdipoep-1,Cluster 13,12,154.39
bbdjdhjc-1,Cluster 13,13,131.09
mgfjaimc-1,Cluster 13,6,103.36
mgpedcnc-1,Cluster 13,4,98.44
mgofhcac-1,Cluster 9,4,166.72
bbamjbml-1,Cluster 9,0,170.33
mgnldnda-1,Cluster 9,5,190.60
bbannjil-1,Cluster 13,13,170.83
mgfgdffb-1,Cluster 13,20,180.40
mgfjgajn-1,Cluster 3,0,57.26
mgfgndcp-1,Cluster 13,5,77.85
bbamkfac-1,Cluster 9,0,182.52
obablfed-1,Cluster 9,1,121.92
mgfifgei-1,Cluster 9,6,111.54
mgfpohah-1,Cluster 13,3,54.68
mggbhfob-1,Cluster 13,4,95.91
mgfbkenb-1,Cluster 13,9,126.66
mgmpjlgc-1,Cluster 9,1,141.88
bbalomhm-1,Cluster 9,0,254.46
oapedmlj-1,Cluster 8,0,28.09
bbianijo-1,Cluster 9,0,166.90
mggbogdp-1,Cluster 22,14,274.91
mgfdejbi-1,Cluster 13,4,143.33
bbbgadbn-1,Cluster 2,0,58.75
mgfdgpge-1,Cluster 13,5,159.36
mgnookld-1,Cluster 9,3,115.01
mgfjlpjh-1,Cluster 13,6,136.78
mgfjnchp-1,Cluster 13,7,126.21
mgpadlan-1,Cluster 6,0,17.34
mgmmdonf-1,Cluster 1,4,105.26
mgfdgfbc-1,Cluster 22,0,173.04
bbbbbpko-1,Cluster 13,0,167.39
mgmnkkae-1,Cluster 19,0,95.32
mgonbhnc-1,Cluster 13,5,149.29
mgnnffjk-1,Cluster 1,1,167.48
oapfgdnh-1,Cluster 9,2,119.48
mggikegp-1,Cluster 13,2,150.87
mgnmikdp-1,Cluster 24,0,155.34
mgnlidjp-1,Cluster 9,2,177.37
mgmpjhja-1,Cluster 9,0,80.47
mgghmccb-1,Cluster 1,2,208.03
mgnopmpo-1,Cluster 9,2,143.82
obacapig-1,Cluster 22,1,178.14
mgofmdhe-1,Cluster 9,4,208.67
bbbgeapd-1,Cluster 13,10,162.56
mgninpmf-1,Cluster 2,0,37.93
obachacj-1,Cluster 9,0,86.07
bbaomdkd-1,Cluster 9,2,187.94
bbbgfaph-1,Cluster 13,7,130.23
mgmppjkj-1,Cluster 2,0,36.26
oapcgpjk-1,Cluster 9,0,80.60
mgonflip-1,Cluster 9,8,143.24
