#Selection name: Selection 1
#Area (µm^2): 3283780.88
Cell ID,Cluster,Transcripts,Area (µm^2)
lmnfhpdm-1,Cluster 9,0,62.27
lmngikpg-1,Cluster 1,0,71.62
ajoidfif-1,Cluster 10,0,164.37
lmmlfoln-1,Cluster 10,0,84.76
lmnghpbm-1,Cluster 9,0,46.56
lmlooinj-1,Cluster 10,0,101.10
ocdhffij-1,Cluster 10,0,60.46
ocdgbiml-1,Cluster 9,0,84.67
lmlohjef-1,Cluster 9,0,121.52
ajoifach-1,Cluster 9,1,178.41
ajoilgkl-1,Cluster 10,0,173.99
lmlojndp-1,Cluster 9,1,136.28
lmngaeni-1,Cluster 9,0,142.78
ajohijip-1,Cluster 10,0,193.95
lmmimcfo-1,Cluster 10,0,164.10
lmlplgld-1,Cluster 10,1,180.49
ajoiofdn-1,Cluster 10,0,237.39
lmmmlenk-1,Cluster 9,0,161.43
lmmlapci-1,Cluster 10,0,176.20
lmmlhico-1,Cluster 10,0,69.04
lmmmbjdp-1,Cluster 3,0,21.00
lmmmmjhh-1,Cluster 9,0,153.17
lmmakhdd-1,Cluster 10,0,181.84
ohanghpk-1,Cluster 3,0,96.23
ajpekaen-1,Cluster 10,0,161.89
lmmhmofi-1,Cluster 9,0,179.63
lmmkgpfl-1,Cluster 10,0,122.01
akcchdbj-1,Cluster 10,0,155.97
akcfhcfg-1,Cluster 10,0,150.64
ajpfnika-1,Cluster 10,3,126.26
lmmaebok-1,Cluster 3,0,51.79
ajpgjkeb-1,Cluster 19,0,65.30
ajpgefoa-1,Cluster 10,0,118.17
ajphimjh-1,Cluster 10,0,151.77
lmlofkjb-1,Cluster 9,0,164.50
akcggjpa-1,Cluster 10,0,135.11
ajpeghmf-1,Cluster 3,0,127.39
lmnbcioc-1,Cluster 9,1,62.23
lmncahlo-1,Cluster 9,3,130.50
lmnfmeob-1,Cluster 9,0,169.38
lmmhpogm-1,Cluster 10,0,137.64
lnfghhla-1,Cluster 18,0,148.97
lnfhkbdf-1,Cluster 3,0,11.24
akgddoae-1,Cluster 10,0,129.01
lnfhmoih-1,Cluster 10,0,141.11
lnfidnok-1,Cluster 9,0,132.35
lneglnij-1,Cluster 3,0,68.37
lnfhlbeb-1,Cluster 11,0,110.68
lnehbcad-1,Cluster 9,0,151.77
lnegmbep-1,Cluster 10,0,108.47
akgfnchk-1,Cluster 9,3,128.70
lnegcmdm-1,Cluster 9,2,130.05
lnegbcen-1,Cluster 27,0,45.25
lnehamoo-1,Cluster 1,0,120.97
lmfiefnj-1,Cluster 18,0,116.32
lmfhgpde-1,Cluster 10,0,175.39
lmffiicp-1,Cluster 9,2,148.88
lmegbhjj-1,Cluster 28,0,66.92
lnfemkkn-1,Cluster 1,0,103.86
lmfggjap-1,Cluster 10,0,217.11
lnfgllfn-1,Cluster 6,0,133.26
lnehddpi-1,Cluster 9,0,109.68
lmehodkj-1,Cluster 10,0,101.29
lnehcbcl-1,Cluster 9,0,146.08
lnfendcg-1,Cluster 10,0,130.05
lnfenijc-1,Cluster 10,0,77.89
ocfcoaef-1,Cluster 10,0,63.90
lmehabge-1,Cluster 9,1,153.12
lmepcmij-1,Cluster 9,1,120.88
lmehnljg-1,Cluster 1,0,30.16
lmeidaai-1,Cluster 1,0,122.06
ajolikom-1,Cluster 10,0,138.67
ajopepob-1,Cluster 10,0,141.25
ajookfba-1,Cluster 10,0,165.45
lmejapag-1,Cluster 10,0,148.07
lneghnpm-1,Cluster 7,0,118.54
lmeikhfl-1,Cluster 10,0,148.43
lmfljnig-1,Cluster 10,0,64.80
akgfbfmf-1,Cluster 18,0,188.21
lnfepdko-1,Cluster 8,0,105.62
ajopmkfj-1,Cluster 9,0,174.71
lmehdlej-1,Cluster 3,0,51.88
lmepmibi-1,Cluster 7,0,90.54
lmepndpa-1,Cluster 3,0,83.18
lmfakppk-1,Cluster 3,0,68.95
ajoohoci-1,Cluster 10,0,130.77
akgfnojp-1,Cluster 10,0,148.43
akgghkon-1,Cluster 9,0,140.93
lmfmileg-1,Cluster 8,0,62.81
lmfbineo-1,Cluster 9,0,183.02
lmfhdnmd-1,Cluster 10,0,135.97
ocdpabbd-1,Cluster 1,0,33.19
lmffkdmn-1,Cluster 9,0,119.21
lmfmckdl-1,Cluster 10,0,161.21
lmffgmac-1,Cluster 3,0,32.92
lmfemomf-1,Cluster 18,0,112.48
lmfeenho-1,Cluster 3,0,15.22
lmfdpjpp-1,Cluster 9,0,141.61
ajolbjmh-1,Cluster 10,0,160.98
lmfihkcj-1,Cluster 10,0,75.09
ohalfmjn-1,Cluster 1,0,270.94
ajpaadcd-1,Cluster 35,0,194.26
occkpbcb-1,Cluster 27,0,88.33
akgahlbn-1,Cluster 3,0,35.67
lombjbej-1,Cluster 10,0,114.47
lombcphc-1,Cluster 10,0,96.95
lomgmnfi-1,Cluster 10,0,133.53
lomedjak-1,Cluster 10,0,106.57
lomgpgji-1,Cluster 1,0,62.36
lomhiehi-1,Cluster 1,0,75.41
lomkmkml-1,Cluster 10,0,122.10
lokajnbd-1,Cluster 4,0,27.05
lomhdoom-1,Cluster 1,0,89.27
lolpcnaa-1,Cluster 10,0,138.00
akfldkkg-1,Cluster 11,0,91.04
akfmhonm-1,Cluster 10,0,142.38
lomkbiio-1,Cluster 10,0,167.30
lokpnocd-1,Cluster 1,0,80.69
lnfokmni-1,Cluster 1,0,71.89
akgakdch-1,Cluster 10,0,130.23
akfmicim-1,Cluster 7,0,125.72
lnhbnhhb-1,Cluster 1,0,31.38
lokplfbh-1,Cluster 1,0,43.76
lngppeia-1,Cluster 10,0,99.52
lngpfpfb-1,Cluster 35,0,198.78
lomjanhh-1,Cluster 7,0,45.43
akfmnaci-1,Cluster 1,0,107.88
akfmnjma-1,Cluster 10,0,149.29
akfneoki-1,Cluster 10,0,122.46
lomihfkf-1,Cluster 8,0,21.31
lngnfpob-1,Cluster 1,0,81.46
lngnapok-1,Cluster 3,0,66.92
lomlfmbd-1,Cluster 12,0,102.60
akfplgdj-1,Cluster 22,0,146.13
lngmonkm-1,Cluster 8,0,22.71
lnghmhan-1,Cluster 10,0,153.31
lomdoibd-1,Cluster 10,0,160.89
lomcgjca-1,Cluster 10,0,93.16
lnggeebc-1,Cluster 10,0,142.15
lnggbgng-1,Cluster 10,0,87.56
lomeapfj-1,Cluster 10,0,111.13
lngfigld-1,Cluster 8,0,45.47
lngfagho-1,Cluster 35,0,168.97
lomkjopo-1,Cluster 10,0,62.09
lojpamlh-1,Cluster 4,0,26.96
lnfnefoo-1,Cluster 1,0,66.15
lnhbmnjp-1,Cluster 10,0,96.82
akgagpfc-1,Cluster 10,0,152.54
lolpcmgp-1,Cluster 10,0,136.01
lomjinhm-1,Cluster 8,0,56.45
lndkmidd-1,Cluster 3,0,54.82
lngejmfd-1,Cluster 1,0,14.99
ocfgikkd-1,Cluster 10,0,57.03
lngiimne-1,Cluster 10,0,145.58
lngkdgcn-1,Cluster 10,0,162.70
ocfgkjpc-1,Cluster 10,0,38.70
lomoacmc-1,Cluster 19,0,33.82
loilmhif-1,Cluster 3,0,28.27
ocfifjhk-1,Cluster 10,0,78.48
lommficp-1,Cluster 19,0,31.29
loikceam-1,Cluster 8,0,99.80
loikidhg-1,Cluster 10,0,146.62
lolfngnh-1,Cluster 3,0,53.74
loiknnmh-1,Cluster 10,0,154.48
loilhdch-1,Cluster 10,0,141.97
loilpoea-1,Cluster 1,0,62.95
loinblel-1,Cluster 7,0,51.79
loipbmgi-1,Cluster 1,0,91.62
loipjbeb-1,Cluster 35,0,97.18
lojignlk-1,Cluster 8,0,41.05
lojilnlh-1,Cluster 1,0,93.20
lojjclck-1,Cluster 7,0,50.12
lojjgnoo-1,Cluster 10,0,78.03
lojjkjed-1,Cluster 1,0,41.32
lojkfmbn-1,Cluster 1,0,42.04
lokkoaoi-1,Cluster 4,0,76.86
loklkndm-1,Cluster 4,0,97.36
lokniool-1,Cluster 4,0,145.00
loknllnn-1,Cluster 8,0,86.97
lojlajlo-1,Cluster 1,0,56.81
ocfegmic-1,Cluster 4,0,36.62
ocfefbci-1,Cluster 10,0,58.34
loijiafo-1,Cluster 10,0,181.80
loldlogm-1,Cluster 4,0,71.80
loleejel-1,Cluster 4,0,47.91
lolfgjpk-1,Cluster 4,0,48.14
lolbndci-1,Cluster 3,0,23.30
lompkkkm-1,Cluster 10,0,61.23
lolbhcap-1,Cluster 4,0,56.13
lonaddbh-1,Cluster 1,0,64.93
londcbkc-1,Cluster 10,0,156.15
loldbghj-1,Cluster 4,0,106.93
lomomlnh-1,Cluster 35,0,95.96
ocfgnlaf-1,Cluster 10,0,41.36
loldjfah-1,Cluster 4,0,24.57
lomnggin-1,Cluster 1,0,89.14
loldmipl-1,Cluster 4,0,67.46
lomngccg-1,Cluster 18,0,90.58
ohbihbie-1,Cluster 1,0,230.84
lonccadh-1,Cluster 10,1,132.99
lompdeef-1,Cluster 10,0,73.51
lomoohje-1,Cluster 10,0,85.57
lolckhid-1,Cluster 1,0,49.67
lngdikbj-1,Cluster 4,0,86.02
loncbdnh-1,Cluster 2,0,72.07
loldbdck-1,Cluster 1,0,19.82
lojlfhmd-1,Cluster 4,0,17.97
ocffljdh-1,Cluster 4,0,32.56
lonalcab-1,Cluster 19,0,31.38
bbiemjlo-1,Cluster 10,0,132.40
lonbjbeb-1,Cluster 8,0,36.94
lomgbddj-1,Cluster 10,0,123.14
lomhhioa-1,Cluster 3,0,83.40
lojmbcab-1,Cluster 4,0,50.08
oijffchc-1,Cluster 10,0,186.13
lollifbf-1,Cluster 10,0,77.94
lpiiijhj-1,Cluster 27,1,65.07
lpigpmjj-1,Cluster 8,0,53.56
akgmbcgn-1,Cluster 3,0,72.93
lolgpadl-1,Cluster 10,0,136.69
lollcmmp-1,Cluster 10,0,78.80
ocepamli-1,Cluster 18,0,76.90
akgnlgcm-1,Cluster 10,3,145.58
loloceda-1,Cluster 3,0,61.37
lpicakbc-1,Cluster 9,0,83.18
akgodonh-1,Cluster 10,0,140.48
akgjcafi-1,Cluster 10,1,159.18
lndjepei-1,Cluster 10,0,149.69
lnddpjmg-1,Cluster 9,1,138.72
lndkbhdd-1,Cluster 8,0,56.49
lolgcbmc-1,Cluster 10,0,95.01
lndnoopj-1,Cluster 3,0,21.04
akgjbcmg-1,Cluster 18,0,165.59
lndnabdo-1,Cluster 10,0,119.80
akfkoelo-1,Cluster 10,0,99.39
lndkflcg-1,Cluster 7,1,71.71
akgjacjm-1,Cluster 8,0,51.61
lndkokbf-1,Cluster 7,0,39.87
lndlbpda-1,Cluster 10,1,89.50
lpiemhik-1,Cluster 10,0,147.80
lndgbpco-1,Cluster 3,0,64.75
akgikjkd-1,Cluster 9,1,131.13
lolhngcn-1,Cluster 10,0,101.33
oceflkoo-1,Cluster 9,0,95.10
lndhlkmj-1,Cluster 35,0,114.06
lndmephn-1,Cluster 3,0,58.12
lndnhmeb-1,Cluster 10,0,149.11
lncphnje-1,Cluster 9,0,81.55
lndipcbj-1,Cluster 10,1,159.85
lncphkfl-1,Cluster 10,0,83.27
lndfbadm-1,Cluster 9,0,137.55
ocefjill-1,Cluster 9,0,72.07
lngoapce-1,Cluster 10,0,140.12
lomcalle-1,Cluster 10,0,113.25
akgijkkj-1,Cluster 10,0,62.99
lolkfanp-1,Cluster 18,0,141.84
lollaklf-1,Cluster 3,0,17.34
lolghofh-1,Cluster 10,0,119.84
lnfipgeb-1,Cluster 10,1,97.67
akghpabm-1,Cluster 9,0,148.74
lndmfhjh-1,Cluster 2,0,62.72
lngogahn-1,Cluster 10,0,151.14
lngoibec-1,Cluster 10,0,132.76
lngpeelm-1,Cluster 7,0,37.30
lpieepna-1,Cluster 10,1,151.50
akggadan-1,Cluster 10,0,120.93
lndlclei-1,Cluster 10,0,124.18
lndheegd-1,Cluster 19,0,24.02
lollblpm-1,Cluster 10,0,109.96
lpicejnj-1,Cluster 10,0,148.79
akgmcief-1,Cluster 10,0,141.20
lpicjlgd-1,Cluster 9,1,122.37
lndgcecf-1,Cluster 3,0,49.40
lnddkjea-1,Cluster 9,1,74.96
lndkmkil-1,Cluster 10,0,116.41
lndgeefk-1,Cluster 1,0,75.68
lncpcfhd-1,Cluster 9,0,118.44
lndajgjg-1,Cluster 1,0,88.28
loiiddpk-1,Cluster 10,0,123.37
lohdilbh-1,Cluster 10,0,101.74
lofffcci-1,Cluster 9,0,159.27
loiigcjl-1,Cluster 2,0,37.75
loiipiio-1,Cluster 10,0,100.52
bbiegbfc-1,Cluster 10,0,182.84
logmkhhd-1,Cluster 10,0,141.84
logmnihe-1,Cluster 8,0,45.47
bbidlmpb-1,Cluster 10,0,156.33
lnfikgeh-1,Cluster 10,0,66.74
lognohge-1,Cluster 10,1,161.12
lognjahh-1,Cluster 10,0,170.37
logoghgc-1,Cluster 10,3,193.58
lohbpock-1,Cluster 18,0,153.17
lohbpope-1,Cluster 9,0,126.21
ohbgbflo-1,Cluster 1,0,80.24
bbihepck-1,Cluster 9,2,139.17
lohbohme-1,Cluster 9,2,153.94
bbihdnja-1,Cluster 9,0,187.17
logjjphc-1,Cluster 10,0,125.31
bbifgjpe-1,Cluster 10,0,150.42
lofdmijj-1,Cluster 9,2,135.20
ohbhfccc-1,Cluster 10,0,10.25
bbiecgga-1,Cluster 10,0,171.32
lofeddgl-1,Cluster 9,1,104.18
lohdcjpo-1,Cluster 10,1,153.44
bbigoici-1,Cluster 9,0,100.25
lohdjalk-1,Cluster 9,0,97.18
bbigeola-1,Cluster 1,0,81.73
bbigbbgo-1,Cluster 10,0,147.80
logmhdpd-1,Cluster 10,1,184.06
bbicponi-1,Cluster 9,2,186.45
bbifemjp-1,Cluster 18,0,201.04
bbicfpgg-1,Cluster 9,1,180.31
lolnpnbm-1,Cluster 10,0,142.96
lollihfb-1,Cluster 10,0,153.62
logkdjlg-1,Cluster 8,0,39.24
lohdklaa-1,Cluster 9,0,123.46
bbienkjb-1,Cluster 10,1,158.68
lolmbkme-1,Cluster 10,0,37.12
loncmldf-1,Cluster 10,0,147.80
lolnebbf-1,Cluster 10,0,131.00
loilnemh-1,Cluster 18,0,164.82
lohdhnoi-1,Cluster 10,1,158.45
lolnilhh-1,Cluster 10,1,105.62
ocfhiljn-1,Cluster 10,1,100.83
bbielllg-1,Cluster 10,1,163.19
oceoohnm-1,Cluster 9,0,41.50
lolhooob-1,Cluster 10,0,122.73
loljjlih-1,Cluster 19,0,68.41
lolhphjh-1,Cluster 3,0,40.73
akgmlagl-1,Cluster 18,0,78.17
lohdbbdb-1,Cluster 10,0,139.49
loncgijo-1,Cluster 1,0,38.52
lpijdngf-1,Cluster 18,0,137.55
lollccha-1,Cluster 10,0,105.76
lpijdbmh-1,Cluster 9,0,96.63
lpifdkln-1,Cluster 9,0,117.36
akglifli-1,Cluster 10,0,175.25
lolpfhed-1,Cluster 7,0,155.07
lpikfgbe-1,Cluster 9,0,86.97
lpihlllo-1,Cluster 9,0,106.84
lnemfjed-1,Cluster 9,1,121.24
akhaliif-1,Cluster 25,1,183.88
lnbbmgoc-1,Cluster 18,0,118.49
ajpakehf-1,Cluster 18,0,168.93
lnanjaba-1,Cluster 9,0,176.29
lnbbdiog-1,Cluster 3,0,85.16
ohaodgad-1,Cluster 8,0,171.05
lnbdkdmh-1,Cluster 7,0,89.64
ajpmbcbh-1,Cluster 18,0,246.42
lnanpcjd-1,Cluster 27,1,145.27
ajpnafpd-1,Cluster 9,1,152.36
lnbgjepl-1,Cluster 3,0,18.33
lnaoheko-1,Cluster 9,2,170.60
ajppihba-1,Cluster 25,0,226.64
lmncifoe-1,Cluster 9,1,108.78
ajpimcnj-1,Cluster 9,0,85.57
lnbhclgp-1,Cluster 8,0,32.06
lnbamaip-1,Cluster 9,1,159.94
lnbhgcka-1,Cluster 3,0,37.16
ajpmbokh-1,Cluster 18,0,148.07
lnbbkhig-1,Cluster 9,0,102.41
ajpnnnnd-1,Cluster 9,1,194.85
lnbfneeb-1,Cluster 1,0,91.44
lnbeneij-1,Cluster 27,0,37.98
ajpoggbj-1,Cluster 9,1,158.72
lnbebkci-1,Cluster 25,0,40.64
ajpmpgje-1,Cluster 27,0,211.87
ajpolmeh-1,Cluster 9,2,209.30
lnalnpme-1,Cluster 17,1,228.76
lnamcdfj-1,Cluster 8,0,73.33
lnbbkbhg-1,Cluster 9,0,136.82
ajphnjkd-1,Cluster 9,0,144.36
lmompcef-1,Cluster 3,0,32.42
lnbhkiaf-1,Cluster 25,0,174.26
lmomlkbi-1,Cluster 8,0,53.51
lnbhhapk-1,Cluster 25,3,207.27
lmncbhfo-1,Cluster 9,2,195.26
akcfjicb-1,Cluster 9,1,175.66
ajpefcnh-1,Cluster 9,1,153.98
ajpodipa-1,Cluster 9,3,190.33
lmonamfd-1,Cluster 9,0,182.48
ajpjllgo-1,Cluster 18,1,106.03
lmomecij-1,Cluster 9,0,61.23
ajpcfjmg-1,Cluster 9,0,111.40
ajnpccbl-1,Cluster 18,0,140.98
lmoloblp-1,Cluster 25,0,208.76
lnbhnnic-1,Cluster 1,0,99.98
oceabmbg-1,Cluster 17,0,175.84
ocebjgce-1,Cluster 13,0,27.64
ajnpnihh-1,Cluster 25,0,222.17
lnbhpjda-1,Cluster 7,0,37.71
ocdfajlc-1,Cluster 27,0,120.21
lnbhpbbm-1,Cluster 7,0,37.84
ocdpklja-1,Cluster 17,0,148.43
lncbopjb-1,Cluster 25,1,140.89
ajnpmbkb-1,Cluster 25,1,201.40
ajoaapnf-1,Cluster 17,1,249.13
lnbgllcf-1,Cluster 17,1,174.57
akcijppj-1,Cluster 25,0,204.83
lnbhmaca-1,Cluster 31,0,57.85
ocdphejg-1,Cluster 31,0,103.72
ajoafdon-1,Cluster 17,0,268.27
lnbijhjo-1,Cluster 7,0,106.39
ajpddedi-1,Cluster 9,0,176.97
ajpkjoje-1,Cluster 9,2,152.90
lmpfobic-1,Cluster 9,1,159.76
lnehpdok-1,Cluster 9,0,175.66
ohbbidbp-1,Cluster 1,0,248.22
lnbboaaj-1,Cluster 7,0,107.29
lneiefhd-1,Cluster 9,0,113.03
lnenlbgg-1,Cluster 32,0,105.89
ajoojihj-1,Cluster 18,0,174.80
lnekjape-1,Cluster 9,0,124.68
ohbbpopc-1,Cluster 3,0,97.18
akhapagd-1,Cluster 18,0,140.12
lnekpidm-1,Cluster 9,0,107.38
lnekpddj-1,Cluster 8,0,69.72
lnbbodjm-1,Cluster 17,0,271.16
lneighnn-1,Cluster 9,0,150.46
lnedbiog-1,Cluster 3,0,80.06
lnehibgp-1,Cluster 9,0,101.78
lnehlnca-1,Cluster 9,0,108.92
lneldeio-1,Cluster 9,1,163.01
lnedaakm-1,Cluster 18,0,120.93
ohbcfdej-1,Cluster 3,0,52.34
akacfepm-1,Cluster 17,1,215.08
lnememmj-1,Cluster 18,1,90.85
lneaklkk-1,Cluster 25,0,172.32
ajokhkof-1,Cluster 9,4,156.69
lnaoodpi-1,Cluster 9,1,195.98
lneijbld-1,Cluster 1,0,102.60
lnejfbkd-1,Cluster 18,0,122.37
lnehihfj-1,Cluster 27,0,86.16
lnbcbiao-1,Cluster 17,0,111.45
lneiadjk-1,Cluster 9,0,127.97
oijeofhg-1,Cluster 1,0,19.37
ohbbmgpj-1,Cluster 1,0,40.69
lnaliiap-1,Cluster 17,2,152.31
ajojnjih-1,Cluster 9,1,152.22
lnemhcpb-1,Cluster 18,0,132.53
ocemgmco-1,Cluster 17,1,87.92
akhbeplb-1,Cluster 25,1,199.00
lnaphnnb-1,Cluster 9,0,103.00
akabdgpb-1,Cluster 25,1,186.22
akhbdhbb-1,Cluster 9,1,188.66
akhcddmd-1,Cluster 9,0,167.71
akhcjhmi-1,Cluster 9,2,188.98
lnebmddk-1,Cluster 8,0,16.12
ajokjgjd-1,Cluster 9,0,161.39
