#Selection name: Selection 3
#Area (µm^2): 3220038.54
Cell ID,Cluster,Transcripts,Area (µm^2)
fjmdleie-1,Cluster 7,0,13.68
fkdpapkn-1,Cluster 24,6,152.36
fiieapdj-1,Cluster 24,6,156.56
fkdpchnf-1,Cluster 18,0,34.54
fiiendpc-1,Cluster 3,0,18.51
bcodcpjo-1,Cluster 31,5,237.34
neipdbmf-1,Cluster 3,0,18.51
fkdolmbo-1,Cluster 29,0,128.29
fiiegnmg-1,Cluster 3,0,39.92
bcoeblad-1,Cluster 3,0,112.80
fjmbjpek-1,Cluster 19,2,260.05
fkdlihhh-1,Cluster 3,0,120.30
fjmdbgji-1,Cluster 8,3,210.61
fjmcbdoi-1,Cluster 19,7,198.46
fjmboego-1,Cluster 6,0,203.75
fihjkehc-1,Cluster 24,15,261.23
fjmachhe-1,Cluster 24,8,187.44
fjmbkmom-1,Cluster 20,3,125.17
fkdlgbgf-1,Cluster 19,4,182.16
bcngbocg-1,Cluster 2,0,76.00
fihjncoj-1,Cluster 29,2,199.59
fkdokcbm-1,Cluster 20,7,98.03
fkdmfpag-1,Cluster 3,0,25.65
neioknha-1,Cluster 19,1,80.51
fkdmlcka-1,Cluster 3,0,29.49
fkdncjhp-1,Cluster 3,0,70.44
fkdoikch-1,Cluster 3,0,21.09
bcnfmhfc-1,Cluster 29,1,163.33
fiifpgfd-1,Cluster 29,1,152.13
fihjpgcb-1,Cluster 24,2,112.62
fjmdbinh-1,Cluster 24,1,235.08
neipffkb-1,Cluster 28,0,113.70
oclbohdp-1,Cluster 3,1,208.94
fkdpgjlo-1,Cluster 20,5,91.31
fkdnflho-1,Cluster 24,11,234.14
bcocbnlo-1,Cluster 23,1,186.90
fjmmllbh-1,Cluster 3,0,83.58
fjnaaion-1,Cluster 24,6,147.80
fjmmnnmj-1,Cluster 19,4,248.00
fjnaalin-1,Cluster 24,4,129.55
fjmmifme-1,Cluster 19,4,112.39
fjmmnmjf-1,Cluster 3,0,48.77
fkdljkkd-1,Cluster 3,0,27.32
fkdmfpof-1,Cluster 3,0,22.80
bcobebma-1,Cluster 20,9,199.23
bcnienib-1,Cluster 24,9,200.81
fihkcnpo-1,Cluster 24,3,136.96
fihkgfmd-1,Cluster 24,11,214.63
nehbifli-1,Cluster 4,0,67.19
fjmnajgg-1,Cluster 24,4,189.61
fkdemnnh-1,Cluster 7,0,42.36
fijdmgca-1,Cluster 8,2,81.01
fijdhcfa-1,Cluster 1,0,48.86
fijfijei-1,Cluster 8,1,84.98
fkebipnh-1,Cluster 24,2,132.49
fijgapnc-1,Cluster 3,0,57.94
finabgkd-1,Cluster 3,0,62.23
fimodepa-1,Cluster 6,0,14.09
fiipiemj-1,Cluster 8,1,129.10
nehjoagm-1,Cluster 19,1,192.09
fkeabmik-1,Cluster 8,2,212.87
aocllped-1,Cluster 19,6,318.31
fimoopgo-1,Cluster 6,0,43.40
fkefjadd-1,Cluster 24,7,282.81
aodmnkbh-1,Cluster 8,8,149.47
nehkjdhn-1,Cluster 20,0,93.65
aocnofcd-1,Cluster 24,8,214.72
fkdphkdn-1,Cluster 7,0,38.61
fiiojjnm-1,Cluster 8,6,124.32
fkechlbp-1,Cluster 2,1,69.41
fkebmhah-1,Cluster 18,0,32.42
nejafbjj-1,Cluster 19,2,83.13
fkebloll-1,Cluster 24,4,185.46
fkeadegi-1,Cluster 24,2,184.96
fijgakod-1,Cluster 8,6,148.43
neipmene-1,Cluster 8,0,54.32
nehclpap-1,Cluster 19,2,201.58
fkefgnbo-1,Cluster 24,5,194.67
finahghi-1,Cluster 24,1,20.05
oclgodfh-1,Cluster 7,0,39.78
fijcekce-1,Cluster 8,1,116.05
oclglpjc-1,Cluster 1,0,250.26
fkelokkl-1,Cluster 24,9,222.89
fkejaghl-1,Cluster 24,2,165.81
fkejedpa-1,Cluster 19,0,217.16
fkejddoh-1,Cluster 6,0,75.73
fkekddee-1,Cluster 24,2,174.21
fkehibbk-1,Cluster 1,0,43.26
aocmfflf-1,Cluster 2,0,115.15
fkeidmke-1,Cluster 19,11,357.64
fkeijlhl-1,Cluster 6,0,53.33
aocoobgc-1,Cluster 24,7,191.87
fjmbdfbd-1,Cluster 20,0,138.63
fiimbfai-1,Cluster 29,0,161.70
fkeipnbb-1,Cluster 32,0,117.36
ohjejkoc-1,Cluster 1,0,34.63
fjmgddlp-1,Cluster 20,0,122.15
fiifeadm-1,Cluster 20,0,107.74
fjmbidkh-1,Cluster 7,0,28.31
aodnkapa-1,Cluster 24,8,203.75
bcnfljfk-1,Cluster 8,5,149.69
fjmggial-1,Cluster 8,5,157.37
fjmgelco-1,Cluster 7,0,33.55
fimoehpc-1,Cluster 24,6,194.62
fijcikjj-1,Cluster 8,3,131.09
fjmgclnh-1,Cluster 2,0,62.77
fiiojkpc-1,Cluster 8,3,133.71
fiidocfh-1,Cluster 24,6,147.16
fijdgche-1,Cluster 8,5,78.93
neipnbcg-1,Cluster 18,0,16.35
fkechgbl-1,Cluster 8,0,138.40
fnhhmmkf-1,Cluster 6,0,93.20
fnemfobo-1,Cluster 1,0,85.26
alfggcln-1,Cluster 3,0,135.11
nepeldca-1,Cluster 11,1,93.74
ocnenaap-1,Cluster 3,0,24.97
fncaipaj-1,Cluster 18,0,30.12
fmclhmel-1,Cluster 11,0,125.53
fncbahlg-1,Cluster 32,0,101.74
neniafcc-1,Cluster 11,1,105.12
fmcjpblh-1,Cluster 6,0,51.30
fmpijfpf-1,Cluster 11,0,138.99
fncahofj-1,Cluster 11,0,76.36
algdghnm-1,Cluster 11,0,225.51
fmpikpfi-1,Cluster 6,0,45.65
algjcdmh-1,Cluster 11,1,128.38
algigafm-1,Cluster 11,0,116.28
fmclhiff-1,Cluster 11,1,166.72
algjjaeg-1,Cluster 11,2,161.75
fmcflgce-1,Cluster 1,0,56.08
algilpkh-1,Cluster 11,0,187.58
fmpijkin-1,Cluster 1,0,84.40
nepccafk-1,Cluster 11,0,78.62
fmpglbmi-1,Cluster 11,4,236.17
fmckpkhh-1,Cluster 11,0,76.13
algincin-1,Cluster 11,2,152.18
fmcfeinc-1,Cluster 18,0,39.65
fmpgmkjh-1,Cluster 3,0,27.05
algknoim-1,Cluster 2,0,173.81
fnaabldc-1,Cluster 2,0,68.46
fnabalab-1,Cluster 11,0,140.35
fmppjfcn-1,Cluster 2,0,66.97
fmcmaohb-1,Cluster 2,0,53.96
fmcjcbkl-1,Cluster 32,0,225.01
algmdbkh-1,Cluster 11,1,149.06
fmcinbof-1,Cluster 11,0,100.02
fmciallj-1,Cluster 1,0,19.15
fmcjmlnj-1,Cluster 11,2,110.32
fmpohgnk-1,Cluster 11,0,150.33
algkfpep-1,Cluster 2,0,159.58
fmcnfkln-1,Cluster 11,0,118.44
fmcjnjhe-1,Cluster 11,0,76.86
nepcdhad-1,Cluster 2,0,28.00
fmcjjcdg-1,Cluster 2,0,62.00
fmpihlbj-1,Cluster 7,0,35.36
fmpidgom-1,Cluster 1,0,97.09
fmphfdlf-1,Cluster 2,0,79.75
algljebb-1,Cluster 11,0,145.85
fmcmimhd-1,Cluster 11,3,112.17
algmaikh-1,Cluster 11,0,150.10
fmpidlfj-1,Cluster 11,4,110.54
fmcneocm-1,Cluster 11,2,143.60
fmcikbbh-1,Cluster 3,0,34.73
fmcibpbl-1,Cluster 7,0,72.43
fmdammoo-1,Cluster 1,0,136.28
almgjmjh-1,Cluster 11,0,131.18
fmcpbefe-1,Cluster 2,0,83.31
fmpjfmgn-1,Cluster 6,0,80.74
fmcpchfm-1,Cluster 11,1,84.49
fmdafapc-1,Cluster 2,0,81.19
nepceoeg-1,Cluster 11,0,92.48
fmpjjpip-1,Cluster 1,0,60.78
fmpkikek-1,Cluster 11,0,91.89
fmpkmgad-1,Cluster 3,0,68.23
nepchgej-1,Cluster 2,0,36.85
fmpognck-1,Cluster 2,0,103.09
fmpphaec-1,Cluster 11,0,156.33
alhcbgmp-1,Cluster 19,3,179.27
alfgifne-1,Cluster 20,1,106.34
algnggfo-1,Cluster 11,2,165.50
fmbiiomh-1,Cluster 1,0,69.86
fnbkknni-1,Cluster 7,0,94.42
alhcniei-1,Cluster 2,0,93.74
alfldfkg-1,Cluster 11,1,155.79
fnapamhk-1,Cluster 19,1,125.90
fmbijnah-1,Cluster 18,0,41.81
fnboggmk-1,Cluster 11,0,174.62
nemjhipc-1,Cluster 1,0,14.00
fmfbfbka-1,Cluster 1,0,101.87
fnaphicd-1,Cluster 11,3,94.38
alfgjbcp-1,Cluster 11,2,145.72
algogpni-1,Cluster 11,0,142.65
ohjkekko-1,Cluster 1,0,37.21
fnbkokdb-1,Cluster 11,1,168.70
fnaidkoh-1,Cluster 2,0,61.01
fnagnfle-1,Cluster 11,2,107.43
fnaidaap-1,Cluster 11,1,130.28
fnbhgohj-1,Cluster 19,2,117.05
algmmkci-1,Cluster 11,2,171.10
fnbhabgp-1,Cluster 11,1,127.66
fnbmpafk-1,Cluster 11,0,154.34
fmfajgkd-1,Cluster 19,1,157.60
ocmllhbb-1,Cluster 11,1,280.01
fnbmeomp-1,Cluster 2,0,121.56
fnblplel-1,Cluster 11,1,137.59
fnbiepda-1,Cluster 3,0,11.24
fmbinglh-1,Cluster 19,2,110.18
fnbjmnlj-1,Cluster 7,0,43.44
alhbjekc-1,Cluster 19,2,193.00
fnbicajo-1,Cluster 11,1,113.84
fmbjcdbe-1,Cluster 1,0,59.06
alfljbli-1,Cluster 11,1,155.70
alhbgjal-1,Cluster 11,2,152.31
ohjkhghp-1,Cluster 1,0,90.67
alfhclbc-1,Cluster 11,0,143.06
fmbliann-1,Cluster 11,0,139.53
fmbkfjfg-1,Cluster 11,0,115.15
alfikabb-1,Cluster 11,0,166.94
fmepmmgm-1,Cluster 19,5,190.69
fmbmbmof-1,Cluster 3,0,29.04
fmeppjfn-1,Cluster 7,0,40.14
fnbjdaii-1,Cluster 11,0,113.48
alfifpdn-1,Cluster 11,0,147.71
fmclendi-1,Cluster 10,0,207.00
fmbjekkm-1,Cluster 1,0,111.08
ocneekdg-1,Cluster 3,0,165.09
fmbjdbej-1,Cluster 11,2,166.22
alhebcaj-1,Cluster 11,2,173.26
nepebbmd-1,Cluster 11,0,89.73
nenhplod-1,Cluster 2,0,25.33
alficlbc-1,Cluster 1,0,385.77
fmcgiloi-1,Cluster 7,0,72.16
alhdakgb-1,Cluster 11,2,146.35
alhdcnhn-1,Cluster 11,0,161.66
fncahebf-1,Cluster 6,0,89.86
fnccjpik-1,Cluster 1,0,106.70
fncdfjea-1,Cluster 11,1,169.92
fmcfdhgk-1,Cluster 3,0,28.27
fnbpbabk-1,Cluster 2,0,74.06
fhcjeimh-1,Cluster 2,0,77.67
fhcjlbah-1,Cluster 1,0,45.47
fmogmmji-1,Cluster 2,0,109.05
fmpemflb-1,Cluster 1,0,62.14
algdfago-1,Cluster 11,0,124.99
fmpfgnpe-1,Cluster 2,0,90.40
fmobffan-1,Cluster 1,0,133.53
fmodlbfd-1,Cluster 2,0,58.48
fmpfdfof-1,Cluster 2,0,96.09
fmpfceck-1,Cluster 3,0,36.58
fhcjocip-1,Cluster 1,0,8.22
fmpfngih-1,Unassigned,0,7.72
fmoapakk-1,Cluster 2,0,108.38
fmogobke-1,Cluster 3,0,44.39
fmogfgid-1,Cluster 1,0,92.12
fmogplie-1,Cluster 1,0,82.59
fmpelijc-1,Cluster 1,0,30.39
algecaip-1,Cluster 3,0,95.91
ocndiici-1,Cluster 6,0,54.55
fmoeajia-1,Cluster 2,0,62.45
fmohikcn-1,Cluster 1,0,75.14
amdknegb-1,Cluster 2,0,85.03
fmokfcfc-1,Cluster 2,0,85.16
fmoidknp-1,Cluster 1,0,16.08
fmookajh-1,Cluster 2,0,65.75
ocndgeho-1,Cluster 1,0,48.00
fmogdibl-1,Cluster 2,0,94.11
fmokcpfe-1,Cluster 2,0,79.02
fmofaeng-1,Cluster 6,0,53.56
fmokafkk-1,Cluster 6,0,122.46
fmokgekg-1,Cluster 2,0,106.70
fmoeehff-1,Cluster 36,0,97.13
ocndhkfh-1,Cluster 1,0,156.83
fmoidopo-1,Cluster 1,0,43.76
fmpakfke-1,Cluster 2,0,82.68
fmohkejl-1,Cluster 1,1,47.41
fmohhhdp-1,Cluster 1,0,44.57
fmpcekao-1,Cluster 6,0,35.81
fmomcame-1,Cluster 2,0,92.12
fmomepmd-1,Cluster 2,0,64.39
fmpnpion-1,Cluster 3,0,19.69
fmplplmm-1,Cluster 3,0,69.90
fnciilli-1,Cluster 2,0,57.80
fncgkinj-1,Cluster 6,0,57.39
fnemkglk-1,Cluster 2,0,61.41
fncgmlkm-1,Cluster 1,0,27.18
fncjfmhl-1,Cluster 3,0,50.30
fnckgoan-1,Cluster 1,0,67.87
amdkkjda-1,Cluster 2,0,73.33
amfadjbi-1,Cluster 2,0,54.32
fncfkkoh-1,Cluster 1,0,61.86
fnchacog-1,Cluster 2,0,87.42
fncihcii-1,Cluster 2,0,32.51
fnbpakeh-1,Cluster 3,0,31.84
fhcgpfbb-1,Cluster 2,0,25.15
fncgpmem-1,Cluster 6,0,31.79
fnchamic-1,Cluster 2,0,67.60
fncecibj-1,Cluster 2,0,104.45
ohjkiioh-1,Cluster 1,0,118.35
amdjnaca-1,Cluster 2,0,213.50
alfmdcpb-1,Cluster 11,0,203.52
fncknoam-1,Cluster 4,0,102.19
fnabgock-1,Cluster 2,0,83.81
fncdmmgl-1,Cluster 3,0,51.12
fnfaaihi-1,Cluster 2,0,53.15
fnfapilp-1,Cluster 1,0,49.85
fncfjmbo-1,Cluster 2,0,104.94
fnfadicn-1,Cluster 2,0,70.90
ohjlbcbn-1,Cluster 7,0,123.91
fnfbcdgl-1,Cluster 7,0,30.66
fhchllep-1,Cluster 2,0,112.17
fnbmlofh-1,Cluster 2,0,42.90
fnbiiakn-1,Cluster 1,0,46.24
fncdpggl-1,Cluster 2,0,74.46
fnbmgino-1,Cluster 1,0,50.26
amepphlo-1,Cluster 2,0,58.21
fncabdhi-1,Cluster 2,0,68.23
fnbpibhh-1,Cluster 29,0,194.22
fhcniici-1,Cluster 1,0,29.85
fhdadkgp-1,Cluster 1,0,40.10
fmnpjdep-1,Cluster 1,0,39.20
fhcogdki-1,Cluster 1,0,32.83
amdikhpk-1,Cluster 1,0,94.24
fhcoanml-1,Cluster 1,0,63.81
fmoafgaj-1,Cluster 2,0,102.23
fmoaajgb-1,Cluster 3,0,60.37
fnaedocf-1,Cluster 3,0,23.53
fngbjdnc-1,Cluster 3,0,46.78
nepdnbeb-1,Cluster 11,0,82.59
fnfoeiap-1,Cluster 11,4,141.84
fnfnohoc-1,Cluster 19,2,111.81
fnbfmboo-1,Cluster 11,0,133.44
fnbfhgnn-1,Cluster 11,0,177.06
amlbkpgk-1,Cluster 11,2,154.84
fnaeldgk-1,Cluster 3,0,87.60
fnbemoko-1,Cluster 11,2,106.93
amjkbgfk-1,Cluster 11,2,157.60
fnfoggne-1,Cluster 11,1,143.42
amjpcbmc-1,Cluster 11,1,131.04
fnbaohkg-1,Cluster 11,3,203.65
fnalbnbl-1,Cluster 7,0,55.68
nenkeafc-1,Cluster 3,0,46.92
fnbckfkl-1,Cluster 2,0,95.73
fnfpelgo-1,Cluster 1,0,14.77
fnaeencc-1,Cluster 6,0,58.30
fnagohna-1,Cluster 20,0,153.49
fnagncea-1,Cluster 11,0,71.66
fnahabli-1,Cluster 11,0,83.90
fnahggmp-1,Cluster 11,0,95.69
fnajmlbo-1,Cluster 11,2,149.92
fnacjmhb-1,Cluster 11,2,103.09
fnallmoo-1,Cluster 11,8,131.72
fmfgpodi-1,Cluster 19,0,128.74
ocndllfe-1,Cluster 1,0,70.76
amjpgjjm-1,Cluster 11,3,162.74
fnahihim-1,Cluster 11,0,135.42
fmfgndnk-1,Cluster 1,0,95.19
fnaofpea-1,Cluster 7,1,64.39
fnaloepk-1,Cluster 7,0,36.03
fnbaiaee-1,Cluster 19,2,119.44
nephmohm-1,Cluster 11,0,62.81
amkmgjma-1,Cluster 4,0,216.34
amkacpam-1,Cluster 19,3,248.81
amjpncgo-1,Cluster 19,0,201.26
fnaigjpf-1,Cluster 11,1,108.01
fnbbkedl-1,Cluster 11,0,138.86
fnbapgoh-1,Cluster 11,4,148.61
fnafeimi-1,Cluster 19,2,48.90
fnalmemd-1,Cluster 20,0,83.00
fnamcdaf-1,Cluster 19,2,129.96
nephpidg-1,Cluster 29,0,73.56
fnaehmih-1,Cluster 11,3,159.27
fnanjolc-1,Cluster 11,0,111.36
fnadcipd-1,Cluster 1,0,20.64
fnakhjai-1,Cluster 3,0,39.51
fnanfbff-1,Cluster 11,2,128.20
amkbdega-1,Cluster 3,0,136.46
fnaimkcb-1,Cluster 4,0,110.18
fnammojo-1,Cluster 11,0,81.01
amjpnalk-1,Cluster 11,1,180.63
fnanccne-1,Cluster 2,0,74.60
fnajifho-1,Cluster 7,0,11.24
fnapoajo-1,Cluster 2,1,68.46
nenjgnjl-1,Cluster 11,0,64.57
algpgipk-1,Cluster 11,2,159.72
algmjlnn-1,Cluster 11,3,173.13
fnamelbn-1,Cluster 3,0,70.81
fnakknij-1,Cluster 2,0,85.03
fnambaid-1,Cluster 19,6,147.93
fnapnnna-1,Cluster 2,0,46.51
neomcfnd-1,Cluster 1,0,18.38
fmmihgpp-1,Cluster 11,1,117.90
fmnhkamf-1,Cluster 11,1,115.69
fmmldccf-1,Cluster 11,2,103.36
fnimomgc-1,Cluster 3,0,49.31
fnhnbgkl-1,Cluster 11,1,77.85
neomnilp-1,Cluster 11,1,54.05
fmmkjbmh-1,Cluster 20,0,199.05
neolboog-1,Cluster 11,1,98.17
fmnijomd-1,Cluster 1,0,28.90
bcmdgemh-1,Cluster 31,6,201.67
fnhonccn-1,Cluster 1,0,58.52
bcmdaldi-1,Cluster 11,4,151.36
fmmhojfi-1,Cluster 6,0,54.28
nepjpjel-1,Cluster 11,0,76.40
fmmkcbeh-1,Cluster 19,5,106.03
fnhoiahf-1,Cluster 11,2,132.53
fmmhlfen-1,Cluster 19,2,220.14
bcmcofmn-1,Cluster 19,9,246.37
amjpdikb-1,Cluster 20,1,192.95
fmnhilef-1,Cluster 1,0,68.91
fmnjbcgf-1,Cluster 29,1,109.41
bcmcndao-1,Cluster 11,5,141.43
fmnifgnd-1,Cluster 11,1,139.67
fmmechle-1,Cluster 1,0,83.76
fmmkokjj-1,Cluster 19,5,154.25
fmmdochl-1,Cluster 11,2,147.03
ocncnijc-1,Cluster 7,0,35.00
fmmimjbm-1,Cluster 7,0,19.46
neonmgfk-1,Cluster 11,0,100.02
bcmdjjdk-1,Cluster 11,9,271.07
fmmheglj-1,Cluster 3,0,56.99
fmmgldam-1,Cluster 7,0,50.12
fmnfnekn-1,Cluster 11,3,159.49
fnhmofdo-1,Cluster 11,5,144.14
fnhnnljm-1,Cluster 11,2,93.52
amjmcgop-1,Cluster 11,0,156.11
amjneida-1,Cluster 11,3,149.11
fmngnapc-1,Cluster 7,2,103.99
fmnibgfa-1,Cluster 19,8,253.55
fmmikjpj-1,Cluster 20,0,171.19
fmmfakpo-1,Cluster 11,1,104.58
amjnamda-1,Cluster 11,3,147.25
fmmdpkeb-1,Cluster 11,3,181.62
fmmebioh-1,Cluster 19,0,124.63
fmmghobb-1,Cluster 11,0,78.17
fnbcoefd-1,Cluster 7,0,28.85
amjmahmn-1,Cluster 11,2,160.85
fnbfnbjc-1,Cluster 1,2,155.11
fnbdmfmm-1,Cluster 3,0,40.01
fnbdjopj-1,Cluster 11,1,92.03
amjjlccl-1,Cluster 19,0,139.80
amjndgba-1,Cluster 11,3,135.33
nepdnkpe-1,Cluster 11,0,58.43
fmehmgop-1,Cluster 3,0,56.54
amjinnoj-1,Cluster 2,0,83.45
fmejlbam-1,Cluster 11,2,129.82
amjjoigo-1,Cluster 19,2,177.64
fnbdkdmi-1,Cluster 11,2,113.07
amjijkgf-1,Cluster 11,2,158.50
fnbgmhoe-1,Cluster 11,1,118.72
fnbghnjg-1,Cluster 11,3,139.44
fnfnlphg-1,Cluster 3,0,31.65
fnfbefke-1,Cluster 2,0,39.83
amkdjald-1,Cluster 1,0,196.29
fnfnkfhg-1,Cluster 3,0,23.93
amkcoahk-1,Cluster 3,0,105.89
fnfhcdgd-1,Cluster 17,0,70.40
fnfmlngm-1,Cluster 1,0,82.73
fnfegoci-1,Cluster 2,0,75.09
fnfhfonm-1,Cluster 17,0,10.48
nepgifpb-1,Cluster 1,0,42.22
fnfncgpe-1,Cluster 2,0,52.92
fnfclaaj-1,Cluster 7,0,52.56
fnfiflep-1,Cluster 3,0,58.52
amkbgcok-1,Cluster 11,1,156.47
amkadmdj-1,Cluster 1,0,444.79
nepglikj-1,Cluster 2,0,50.48
fneppamp-1,Cluster 6,0,75.64
nepgokgc-1,Cluster 11,0,87.24
fnagckhh-1,Cluster 2,0,81.91
fnaboahc-1,Cluster 1,0,90.09
fnfjaccf-1,Cluster 6,0,28.40
fnfcicef-1,Cluster 2,0,44.25
fnagfpdh-1,Cluster 11,3,249.31
fnagljjc-1,Cluster 11,0,148.79
fnenfeaj-1,Cluster 2,0,73.24
alfgmpnk-1,Cluster 11,0,214.67
fneohllm-1,Cluster 3,0,48.00
fnfappdn-1,Cluster 2,0,75.86
amkaiihh-1,Cluster 18,0,173.81
amkaemdn-1,Cluster 2,0,127.84
amkbnipl-1,Cluster 11,0,167.57
amkbhbid-1,Cluster 2,0,18.56
fneogpmd-1,Cluster 2,0,21.58
amkbahik-1,Cluster 11,0,110.59
amkbppnj-1,Cluster 29,0,180.13
amkaodff-1,Cluster 2,0,120.52
fnflbida-1,Cluster 17,0,58.75
fnfpegdp-1,Cluster 6,0,46.24
fnfmadoc-1,Cluster 1,0,111.76
fnacbphp-1,Cluster 11,0,129.55
fnafnhhf-1,Cluster 7,0,28.27
fnhhkjjm-1,Cluster 6,0,122.55
bckcajhp-1,Cluster 1,0,113.57
nepjcgll-1,Cluster 29,0,104.76
fnindbpc-1,Cluster 2,0,31.43
bckajgki-1,Cluster 2,0,104.36
fnhpfdmh-1,Cluster 11,1,117.09
ocniigoj-1,Cluster 1,0,23.75
fnidnclm-1,Cluster 2,0,72.97
fnibbbod-1,Cluster 1,0,100.02
fnhmjild-1,Cluster 11,0,124.50
fniefcgl-1,Cluster 2,0,78.57
bckiceem-1,Cluster 11,1,160.67
nepjbhfd-1,Cluster 19,0,48.99
bckehial-1,Cluster 11,0,253.87
bckepimh-1,Cluster 11,0,177.69
fnigppcd-1,Cluster 1,0,29.13
fnigkeao-1,Cluster 7,0,19.69
fniekopa-1,Cluster 2,0,73.11
fniggnjj-1,Cluster 2,0,45.52
bckaghhp-1,Cluster 2,0,137.59
fnhmhblb-1,Cluster 18,0,72.02
fniicmdb-1,Cluster 6,0,36.44
fnidpccc-1,Cluster 1,0,66.15
fniabpal-1,Cluster 1,0,43.30
fnijjppf-1,Cluster 1,0,135.42
fnhmlifl-1,Cluster 11,0,62.18
fnhnaage-1,Cluster 11,5,176.97
fnibokpb-1,Cluster 1,0,62.32
fnhplmdk-1,Cluster 2,0,65.61
fnidaljn-1,Cluster 1,0,97.00
fnighmpa-1,Cluster 2,0,105.62
fnijogdc-1,Cluster 2,0,76.31
nepllidd-1,Cluster 2,0,26.64
fnicppmf-1,Cluster 2,0,67.37
fnifjckl-1,Cluster 1,0,110.95
fnikodoe-1,Cluster 1,0,62.27
nepjknoj-1,Cluster 19,0,47.50
nepklein-1,Cluster 3,0,14.77
nepjchkd-1,Cluster 20,0,87.56
fnicgnjj-1,Cluster 2,0,84.31
fnicbgca-1,Cluster 1,0,49.85
fnegodep-1,Cluster 1,0,73.38
fnfejche-1,Cluster 2,0,96.95
fnfngagh-1,Cluster 2,0,77.13
fnffabdb-1,Cluster 2,0,71.57
amkejkig-1,Cluster 2,0,87.65
fnffgamo-1,Cluster 7,0,58.39
amkcjekd-1,Cluster 29,0,148.34
bcpehiag-1,Cluster 20,1,152.22
nepjaiia-1,Cluster 11,1,70.90
fmloegka-1,Cluster 19,2,171.64
bcmjchnj-1,Cluster 11,5,123.95
fngjoijp-1,Cluster 11,0,112.53
bcmhmfjj-1,Cluster 29,2,152.04
fmlnhjml-1,Cluster 3,0,56.81
bcmkocpi-1,Cluster 11,4,262.67
bcmldofa-1,Cluster 11,2,150.42
fmlkomkm-1,Cluster 1,0,73.24
bcmkojcn-1,Cluster 11,0,127.11
fmmdgefi-1,Cluster 6,0,74.42
fmmcfpba-1,Cluster 1,0,42.63
bcmbambi-1,Cluster 20,1,165.05
bcmkkdbe-1,Cluster 8,8,208.67
fmmdhkpn-1,Cluster 20,1,87.69
bcmeibbf-1,Cluster 1,0,44.21
fmmolpbd-1,Cluster 20,0,119.08
fmmoomeh-1,Cluster 19,4,144.41
bcmkpcoe-1,Cluster 11,4,183.15
bcmfcpnh-1,Cluster 11,0,186.41
fmnaafko-1,Cluster 1,0,87.06
bcmdnike-1,Cluster 11,3,134.48
ocnbcnki-1,Cluster 7,0,19.78
fmlgllin-1,Cluster 3,0,160.49
fmlhgdce-1,Cluster 19,0,42.31
fnhcnbnc-1,Cluster 6,0,96.36
bcmcedke-1,Cluster 11,2,139.35
bcmfdikp-1,Cluster 11,3,154.43
neokogbe-1,Cluster 11,0,83.00
fmmcjagm-1,Cluster 2,0,58.75
bcmhlbfh-1,Cluster 19,6,186.81
neokgmdm-1,Cluster 19,0,70.53
fmlkdilc-1,Cluster 19,3,162.61
fmlhopoh-1,Cluster 19,0,200.04
bcmbellp-1,Cluster 11,3,152.63
bcmhnnei-1,Cluster 11,2,144.09
bcmebhcd-1,Cluster 11,4,168.12
fmmabkpf-1,Cluster 11,1,84.26
fnhcokic-1,Cluster 19,4,173.08
fmmaeiic-1,Cluster 1,0,72.20
fmmookdi-1,Cluster 11,0,100.02
fnhbnbbc-1,Cluster 11,6,122.73
bcmcjkmg-1,Cluster 11,3,158.18
fnhbgohi-1,Cluster 11,2,189.25
fniokkhe-1,Cluster 11,2,166.13
fmmdcbco-1,Cluster 20,0,123.86
neojnccb-1,Cluster 11,2,72.39
fngppoen-1,Cluster 11,0,126.26
fmmdgamh-1,Cluster 20,0,150.23
fnhailgj-1,Cluster 19,3,135.65
neokbaln-1,Cluster 11,0,60.01
fmmdifah-1,Cluster 7,0,79.43
bcmhgnni-1,Cluster 19,15,193.86
fnhalbom-1,Cluster 19,3,115.15
fmlkkbji-1,Cluster 2,2,104.67
fngpdjkh-1,Cluster 1,0,44.61
fnilmjai-1,Cluster 11,2,140.75
fmmlepic-1,Cluster 29,0,122.15
bckcdici-1,Cluster 11,2,161.93
fnimknnp-1,Cluster 11,3,139.49
fngpknch-1,Cluster 11,3,135.02
bckcnhgl-1,Cluster 19,0,135.51
fnileegn-1,Cluster 11,2,164.64
ocndceom-1,Cluster 11,0,22.22
bconkoja-1,Cluster 11,4,138.58
bcpbedhm-1,Cluster 3,0,112.94
fihclban-1,Cluster 6,0,44.03
fnghmeaa-1,Cluster 7,0,68.73
bcmgldbb-1,Cluster 20,0,192.37
fihpghkk-1,Cluster 11,0,95.05
bcpfgddn-1,Cluster 19,0,310.09
fmldbhia-1,Cluster 7,0,42.40
neoedknf-1,Cluster 11,1,82.09
fnghkicc-1,Cluster 18,0,33.96
bcpejope-1,Cluster 11,6,143.64
fmldaenn-1,Cluster 20,0,72.84
fihlofib-1,Cluster 20,1,128.92
fmlcljic-1,Cluster 19,0,120.12
nehbgedk-1,Cluster 11,0,66.52
fmlehbjb-1,Cluster 24,8,162.70
fnghbian-1,Cluster 11,2,151.36
fngggnmb-1,Cluster 11,5,206.68
bcooabca-1,Cluster 11,3,152.85
bcpfdkcb-1,Cluster 19,9,179.13
fnggbiaf-1,Cluster 2,0,58.03
