 ,Area,Mean,X,Y
1,24,255,212.583,1.708
2,86,255,582.756,3.221
3,56,255,862.125,2.304
4,121,255,195.682,11.649
5,27,255,518.907,6.389
6,21,255,596.310,6.738
7,112,255,936.482,8.982
8,36,255,951.028,8.444
9,36,255,232.194,10.389
10,103,255,892.869,11.549
11,32,255,501.938,11.531
12,30,255,602.633,12.233
13,37,255,482.284,12.176
14,155,255,510.061,19.029
15,119,255,269.366,17.542
16,247,255,132.540,19.787
17,81,255,489.685,18.475
18,58,255,876.793,19.121
19,51,255,187.931,21.069
20,101,255,595.351,21.381
21,27,255,1005.426,19.426
22,98,255,110.888,25.612
23,91,255,862.929,25.995
24,99,255,954.005,27.237
25,263,255,74.804,28.150
26,853,255,1062.093,37.679
27,108,255,98.148,27.130
28,171,255,9.418,30.342
29,32,255,842.531,28.375
30,46,255,829.217,30.239
31,34,255,1032.529,28.382
32,158,255,121.937,33.348
33,117,255,259.970,33.697
34,235,255,867.547,38.564
35,118,255,109.364,38.593
36,161,255,615.388,40.587
37,533,255,1095.447,47.397
38,104,255,67.106,40.231
39,217,255,39.048,41.104
40,133,255,725.192,46.289
41,88,255,1019.659,41.386
42,134,255,285.582,46.358
43,54,255,584.630,42.093
44,265,255,1113.896,47.289
45,599,255,1137.637,52.059
46,164,255,1164.274,51.951
47,95,255,652.279,51.721
48,41,255,845.037,49.963
49,125,255,702.460,53.980
50,122,255,576.033,57.385
51,59,255,266.653,56.585
52,201,255,600.022,62.286
53,234,255,1185.299,61.538
54,119,255,557.668,62.063
55,139,255,634.723,59.824
56,48,255,713.312,58.083
57,43,255,648.151,59.105
58,102,255,584.951,63.549
59,39,255,608.936,61.038
60,95,255,777.479,62.237
61,50,255,616.380,62.660
62,115,255,1171.143,64.570
63,79,255,421.994,63.816
64,116,255,732.207,66.362
65,102,255,9.333,64.745
66,78,255,1153.359,67.244
67,59,255,708.093,68.415
68,123,255,789.020,69.012
69,117,255,1142.338,68.645
70,147,255,408.323,73.378
71,198,255,436.955,75.889
72,141,255,540.202,75.968
73,131,255,70.141,76.187
74,69,255,615.355,75.268
75,26,255,280.462,74.462
76,68,255,395.838,76.809
77,48,255,1176.854,74.812
78,23,255,1187.717,73.370
79,94,255,905.213,77.511
80,24,255,658.583,77.125
81,73,255,944.938,78.610
82,123,255,1195.053,79.882
83,82,255,1299.280,79.061
84,176,255,371.903,83.375
85,58,255,671.983,80.155
86,25,255,2.460,79.700
87,24,255,362.542,79.500
88,142,255,590.268,82.761
89,79,255,1099.614,81.589
90,103,255,1312.830,85.801
91,125,255,1269.748,85.068
92,99,255,572.520,84.712
93,76,255,616.382,87.263
94,187,255,699.885,88.773
95,58,255,1213.741,85.517
96,97,255,1284.613,87.139
97,31,255,290.661,87.274
98,74,255,428.514,89.500
99,45,255,492.389,87.900
100,92,255,1170.228,89.674
101,21,255,1301.119,87.452
102,165,255,65.348,91.439
103,67,255,894.545,89.440
104,109,255,7.647,91.096
105,22,255,1252.227,89.000
106,166,255,403.078,96.283
107,108,255,911.250,94.963
108,152,255,449.928,97.013
109,91,255,308.852,95.731
110,65,255,424.085,97.346
111,21,255,659.976,93.548
112,38,255,1380.421,93.605
113,26,255,539.577,95.192
114,82,255,576.768,97.598
115,169,255,283.577,101.228
116,164,255,632.567,98.915
117,94,255,685.840,98.596
118,62,255,82.823,98.984
119,52,255,437.731,99.212
120,128,255,563.000,99.766
121,104,255,586.981,100.904
122,147,255,605.493,105.745
