names,scores,logfoldchanges,pvals,pvals_adj
Trpm3,36.222557,1.7483968,2.6881198693856104e-287,8.663003903069007e-283
Gria2,29.820147,1.0470833,2.141357574373415e-195,3.450476527466602e-191
Gpc5,24.390663,0.6435048,2.1484581951269438e-131,2.307945408478534e-127
Gm3764,21.64053,0.67760015,7.464167277462627e-104,6.013692971269702e-100
Slc7a10,20.77436,1.2728064,7.384002823023872e-96,4.759285179551806e-92
Lsamp,20.310026,0.32373163,1.048504413493989e-91,5.631691955611797e-88
Rora,20.286743,0.42920157,1.683877496107972e-91,7.752331438153087e-88
Pitpnc1,19.294186,0.6818308,6.01049924049684e-83,2.421254487793646e-79
Luzp2,18.778234,1.119282,1.1380279841882939e-78,4.075025316270683e-75
Nhsl1,17.65567,0.9584465,9.20359691259632e-70,2.966043177022416e-66
Npas3,16.7263,0.40098855,8.431733841276443e-63,2.264412387523466e-59
Mgat4c,15.253146,1.1525149,1.568868027638977e-52,3.611422137622951e-49
Kcnd2,14.303944,0.85437244,2.0675289386867053e-46,3.701680839280914e-43
Gabbr2,14.016886,0.9346944,1.2289085986055538e-44,2.084423021434799e-41
Plcb1,13.851959,0.5254239,1.2378976619358034e-43,1.994686397560257e-40
Atp1a2,13.753429,0.41054896,4.8571484572295106e-43,7.453872539577877e-40
Kirrel3,13.741705,0.6129763,5.711511246712006e-43,8.366585133990355e-40
Nrxn1,13.479507,0.15244937,2.0648013769643095e-41,2.8931458250186436e-38
Itih3,12.941693,1.3112795,2.6179508676778363e-38,3.515362608860568e-35
Tnik,12.734329,0.43899608,3.811096481606645e-37,4.912808252509494e-34
Ddhd1,12.626658,0.46452317,1.5053669010440798e-36,1.7967947822202798e-33
Fry,12.060699,0.7469664,1.7032943159837127e-33,1.829735530706904e-30
Acsbg1,11.974055,0.65489537,4.859409738296293e-33,5.0517483108411174e-30
St3gal4,11.333621,0.4743525,8.94292647645634e-30,8.73344519868965e-27
Cntn1,11.296009,0.95612025,1.3731840881195556e-29,1.3015765767008504e-26
Camk1d,11.21927,0.76596284,3.2796828085136255e-29,3.019838224856246e-26
Ank2,10.691667,0.28422338,1.1135235697484939e-26,9.732340119491351e-24
Wwc1,10.691346,0.6661258,1.117375444258479e-26,9.732340119491351e-24
St6galnac5,10.625255,0.6783256,2.2739108300653284e-26,1.8790083159106498e-23
Slc4a4,10.580997,0.4304103,3.650526638354153e-26,2.869402974981446e-23
Ncam1,10.448334,0.4918782,1.4912193690702207e-25,1.0922165137960456e-22
Rgs7,10.342242,0.515031,4.537918904070866e-25,3.1792067939454737e-22
Ntm,10.166152,0.15754937,2.807840937463163e-24,1.885172706075528e-21
Tmcc3,9.879733,0.8381342,5.096824482357148e-23,3.352150256998445e-20
Vav3,9.860934,0.8328731,6.14745366568309e-23,3.962279785679379e-20
Nim1k,9.671248,0.63126993,3.9947550750876157e-22,2.524293564800953e-19
Grin2c,9.651917,0.58109885,4.8244849552848655e-22,2.9899745510377956e-19
Eps8,9.557151,0.69666314,1.2104265520227521e-21,7.360078583403251e-19
Mdga2,9.219714,0.31437653,2.978924397832546e-20,1.6842420450692886e-17
Srgap1,9.169227,0.9582036,4.76422860218455e-20,2.6471861234931292e-17
Macf1,9.090567,0.2386164,9.852433671758887e-20,5.291906332329561e-17
Atp13a4,8.973799,0.73642457,2.8646123734345104e-19,1.4889977896560316e-16
Pcdh7,8.955283,0.42239988,3.3886455281598763e-19,1.733426657714418e-16
Cep85l,8.94008,0.5811591,3.8889045645494147e-19,1.9582457406520935e-16
Unc13c,8.89401,0.7159205,5.894247767833811e-19,2.9223680432920034e-16
Syne1,8.720263,0.35285395,2.7755787472248667e-18,1.3350533774151608e-15
Ndrg2,8.666799,0.5512439,4.4444146745647216e-18,2.1063257605470187e-15
Gnao1,8.631609,0.3348684,6.0494784930527914e-18,2.825457150661048e-15
Mertk,8.594579,0.44047984,8.357079670288761e-18,3.793290232878816e-15
Pde7b,8.310424,0.52447087,9.536057890121309e-17,4.097580501665859e-14
Tmc7,8.295134,0.9223685,1.0846367218181074e-16,4.599287846583177e-14
Lgr6,8.291064,1.1719925,1.1223918366304684e-16,4.697574249232481e-14
Dock4,8.097114,0.39103022,5.627853189609435e-16,2.2391212931054722e-13
Daam2,8.078205,0.45249394,6.572686395706459e-16,2.5831459082247807e-13
ENSMUSG00000095041,8.064384,0.28943342,7.360579327564223e-16,2.8579444577037615e-13
Adgrb3,7.9821067,0.19758132,1.4385651956980744e-15,5.454193007266098e-13
Cuedc1,7.97691,0.514076,1.5004181538718202e-15,5.622555330793855e-13
Sorcs2,7.9679146,0.59482366,1.6137421283748494e-15,5.97770891622256e-13
Adgrl3,7.917136,0.31434453,2.4304358781616646e-15,8.702850782835107e-13
Ccdc141,7.8008122,0.5694815,6.151008066414483e-15,2.178335570948786e-12
Lgi1,7.788891,0.6416543,6.7600066156661794e-15,2.367986230468195e-12
Camk2g,7.63114,0.3690437,2.3268639878160654e-14,7.7307057459122e-12
Chd9,7.4801874,0.36441126,7.42166829572917e-14,2.3917810416646395e-11
Grip1,7.288114,0.5349125,3.143239775736198e-13,9.556338514400986e-11
Atp2b2,7.2453995,0.4957174,4.311664952476752e-13,1.2986170693782082e-10
Spon1,7.2132673,1.1402694,5.462509933443752e-13,1.6300028483804797e-10
Msi2,7.2081,0.18988441,5.673805535428787e-13,1.6775204678005827e-10
Cables1,7.1885,0.7304127,6.550692007990733e-13,1.9191741031047034e-10
Itpr2,7.1758146,0.44025704,7.187790511360887e-13,2.086855178465111e-10
Phkg1,7.167809,0.34209704,7.620762441791555e-13,2.1928063501037181e-10
Slc6a11,7.1015134,0.6299719,1.2339786572126565e-12,3.488371068946691e-10
Asic2,7.010466,0.38038185,2.3752576101883092e-12,6.598916120994711e-10
Rgs6,6.9960117,0.37589344,2.6335126887235917e-12,7.253864394828649e-10
Ccdc85a,6.932708,0.6928111,4.128601617276054e-12,1.1275630874572492e-09
Slc13a5,6.914353,0.7915706,4.700041515448214e-12,1.2728423354483158e-09
Grid2,6.8523517,0.37673375,7.264573276969686e-12,1.950961691640851e-09
Slc25a18,6.815911,0.77069885,9.36684670810044e-12,2.4947551145615943e-09
Gria1,6.7653503,0.6414328,1.3298684928960844e-11,3.4843635707774076e-09
Slc6a1,6.742461,0.47568825,1.5572580920265713e-11,4.014860522539225e-09
Ckb,6.7387056,0.41372672,1.5980361461586932e-11,4.087294514464778e-09
Kmt2c,6.73356,0.3545125,1.6556106480192782e-11,4.201209791631282e-09
Ghr,6.7108603,0.45039898,1.934804208688825e-11,4.871323065110528e-09
Brinp3,6.6880584,0.6229966,2.2615112877596286e-11,5.649746067490663e-09
Washc2,6.6846886,0.5339181,2.314162923911017e-11,5.736809888375411e-09
Kcnj10,6.650213,0.90165466,2.926697631059332e-11,7.145354890617356e-09
Ptprz1,6.5802565,0.2240191,4.696368773446922e-11,1.1294766900139848e-08
Ptch1,6.5655622,0.55560046,5.183684209366658e-11,1.2283425809945535e-08
Cdh20,6.5350456,0.34426212,6.359008723321718e-11,1.495852365886781e-08
Acot11,6.51188,0.5996465,7.421603148016271e-11,1.733159453993626e-08
9630014M24Rik,6.447215,0.5138092,1.1392412997535062e-10,2.6224520976540176e-08
Efr3b,6.430024,0.41749185,1.2758348069556716e-10,2.9160516541674066e-08
Luc7l3,6.3931975,0.27695686,1.6245194481763743e-10,3.686858327914086e-08
Il33,6.391131,1.5393482,1.6466344975897543e-10,3.7109153813863644e-08
Akap6,6.234319,0.3648017,4.537469788990749e-10,1.0015687595192114e-07
Nat8f3,6.1647925,0.47777498,7.05755902996788e-10,1.547237788154931e-07
Hacd2,6.1604114,0.47758955,7.255627934877126e-10,1.5799129828194942e-07
Fat3,6.098752,0.38094273,1.0689970578486811e-09,2.2814945816747976e-07
Tcf25,6.0653896,0.3183481,1.3163401202063031e-09,2.790900858808456e-07
Rgs7bp,6.053556,0.5414426,1.4168298444224255e-09,2.984325189294216e-07
Rhoq,6.0442038,0.48855552,1.5014984649968783e-09,3.1421292877567787e-07
Cdh19,5.9578576,0.68368727,2.555662365752987e-09,5.279572503918046e-07
5031439G07Rik,5.8106604,0.9108142,6.222698091470499e-09,1.2533680712113737e-06
Cadm1,5.7369704,0.34181076,9.638505155128746e-09,1.9174080594711982e-06
Magi2,5.7291102,0.15121841,1.0095876871852564e-08,1.996072539565599e-06
Abr,5.709001,0.2659407,1.1364111824951818e-08,2.206212239654953e-06
Fut9,5.6922474,0.3119511,1.2537813459532316e-08,2.4194976907805266e-06
Eif4g3,5.5412726,0.32528117,3.0028134845506454e-08,5.626259893407771e-06
Dock1,5.509715,0.32635522,3.594146869610865e-08,6.656814434882147e-06
Pde8b,5.5020003,0.31816489,3.7550576730357944e-08,6.875809297097986e-06
Pals2,5.495188,0.48409504,3.9029360821635115e-08,7.106210232761779e-06
Hivep2,5.485523,0.3481897,4.122474751562449e-08,7.463763697674329e-06
Ablim1,5.482008,0.44216976,4.2052540642176744e-08,7.571101828354357e-06
Rapgef3,5.4394608,0.34605673,5.344206994718252e-08,9.463063671361819e-06
Gli2,5.4228306,0.39072722,5.866258802620135e-08,1.0219022834164274e-05
Myo18a,5.387372,0.33018032,7.149527447025699e-08,1.2321273852154931e-05
Nebl,5.357307,0.29655305,8.447160063042037e-08,1.4480139752747647e-05
Syn2,5.346572,0.4289999,8.963573493833868e-08,1.5203635946620214e-05
Cap2,5.283202,0.4298356,1.269450519796763e-07,2.0979785590507838e-05
Dpf3,5.2457643,0.36497852,1.5563572447615942e-07,2.520438438539291e-05
Clmn,5.2401676,0.2859355,1.6043084180887567e-07,2.585102369487318e-05
Spag9,5.156587,0.24532485,2.514914760175445e-07,3.934376600785149e-05
Npas2,5.1346583,0.33954173,2.826567169567523e-07,4.3794125083486816e-05
Cdh10,5.09364,0.2940656,3.5125382479134797e-07,5.3648611429150574e-05
Tcf7l2,5.0156927,0.31627077,5.284277993052905e-07,7.995137412305915e-05
Ptprj,5.007592,0.50326407,5.511517530730878e-07,8.299984834713272e-05
Wasf3,5.0019226,0.39219555,5.676139049073441e-07,8.468746904374527e-05
Abtb2,4.9899573,0.5909236,6.039256285873158e-07,8.96899135137485e-05
Mfn1,4.961406,0.42114818,6.998473908675986e-07,0.00010298621856388175
Etv4,4.9597683,0.5129654,7.057725583456295e-07,0.00010338605562638456
Dzip1l,4.891319,0.4223299,1.001625036233917e-06,0.00014346386685649086
Car8,4.8878617,0.94683975,1.0193699273169923e-06,0.00014535944534356068
Hlf,4.8477454,0.54106796,1.248723784711227e-06,0.0001772802705281441
Tmem164,4.807229,0.28803667,1.5303662309876308e-06,0.0002144309240262538
Lix1,4.804267,0.34952348,1.5531952651636164e-06,0.00021668754896289117
Cdh4,4.8010426,0.48612785,1.5784156178372857e-06,0.00021925689705190607
Gulp1,4.7825565,0.3871728,1.7307957882308842e-06,0.00023735470581836895
Lfng,4.7687793,0.9048455,1.8534546086509709e-06,0.0002530986511567578
Itpkb,4.745839,0.57051086,2.0764362575835374e-06,0.00028116517341657423
Slc1a2,4.7432337,0.13624358,2.1033340645660405e-06,0.0002836156774007104
Chst11,4.7420764,0.34884596,2.115387328662111e-06,0.0002840524476699744
Tnrc6a,4.7339835,0.24125287,2.2015579213688023e-06,0.00029318019476013384
Gabra2,4.710388,0.27639416,2.4724551123910436e-06,0.00032655660207797605
Fgfr3,4.689391,0.35285613,2.7401920911553325e-06,0.00036044151233331794
Tmem178b,4.68696,0.37970418,2.7729278899437586e-06,0.00036326482564722563
Phactr3,4.676822,0.2889628,2.9135492589308734e-06,0.0003801415059415597
Smarca2,4.6685615,0.31192553,3.0331598905461592e-06,0.00039256885057281556
Cdk11b,4.6005416,0.4289713,4.21394255504342e-06,0.0005388997092118424
Cpeb3,4.557652,0.31974274,5.1728602695189015e-06,0.0006589160786789947
Septin4,4.551073,1.1552428,5.337305001348307e-06,0.0006771863318049288
Ripor2,4.5155125,0.6177441,6.316377903905899e-06,0.0007920541272730561
Apba2,4.4659133,0.2549283,7.972795635657719e-06,0.000995888701357912
Akt2,4.461299,0.31639224,8.1464375334855e-06,0.0010136495845236959
Acer3,4.4542756,0.52461725,8.417690531738346e-06,0.001043372741408968
Srsf11,4.452514,0.27300075,8.48705643072317e-06,0.0010479401057199831
Tesk2,4.4410443,0.47824013,8.952338494673509e-06,0.0011011718040757372
Ntrk3,4.4273033,0.4069046,9.541847572952922e-06,0.0011692209951846154
Ctnnd2,4.424676,0.12141049,9.658711413517224e-06,0.0011790579269826498
Srrm2,4.423417,0.17505279,9.715198825480654e-06,0.0011814781605613775
Tspan7,4.4188466,0.2836889,9.922914962665724e-06,0.0011976995524413045
Chchd3,4.403417,0.34983584,1.0655904698078734e-05,0.0012773805346421507
Pygm,4.3803096,1.102622,1.1851090776781691e-05,0.0014041364061152335
Gjb6,4.3234973,0.49737382,1.5357493447093257e-05,0.0017997306957071794
Rbm20,4.294975,0.6480954,1.7471304203127246e-05,0.0020326632510981294
Cecr2,4.286969,0.3645856,1.8112740546228156e-05,0.002092183833631881
Gpld1,4.2832427,0.6282256,1.8418894029182963e-05,0.002119948920994569
Gm29514,4.272697,0.91853034,1.931227610795567e-05,0.0021992110322653267
Lrp1,4.2641454,0.32299364,2.0066873758828027e-05,0.002269105756581582
Adgrl1,4.2544513,0.2835266,2.0956242381089738e-05,0.0023531596627713552
Trim8,4.244633,0.53031856,2.1895135772246178e-05,0.002448396610482268
Kalrn,4.2326756,0.24235733,2.309277066734967e-05,0.0025662438630919926
Nrcam,4.178294,0.23863453,2.937035398196368e-05,0.0032085369416160795
Ptprm,4.1296334,0.27151197,3.6334182811586644e-05,0.0038315762466768085
Csgalnact1,4.1293354,0.24538043,3.63813675329104e-05,0.0038315762466768085
Septin7,4.1117225,0.31777763,3.927182229242254e-05,0.0040958350065304246
Cacna2d2,4.103855,0.99007696,4.0632226884196834e-05,0.004206359519017433
Prex1,4.1033382,0.3362349,4.0723125637925935e-05,0.004206359519017433
Mir9-3hg,4.0580473,0.24366473,4.948475095048035e-05,0.005014921600255126
Nrxn3,4.0415406,0.15970036,5.3101140012969025e-05,0.005314566581360102
Cacng8,4.018819,0.43982875,5.849060189375851e-05,0.005764454517523412
Cdh2,4.0108714,0.2541507,6.049506982212469e-05,0.005943825046212233
Oxct1,3.9904346,0.28552315,6.595229186949878e-05,0.006421282507789538
Fermt2,3.9655077,0.25834167,7.323990825934493e-05,0.007109344950222617
Rab30,3.960697,0.30871814,7.473134764377728e-05,0.007210680061425181
Rrbp1,3.9565556,0.26924035,7.603816314891246e-05,0.007314871294925379
Acss2,3.9512866,0.2908653,7.773221941562741e-05,0.007455584033057811
Cpq,3.9447727,0.28698575,7.987572861286845e-05,0.007638442451059084
Ldlr,3.940071,0.31112587,8.145747777330732e-05,0.007766657207693416
Msmo1,3.9302967,0.25645882,8.484109784137973e-05,0.00806541020688538
Fnbp1,3.924678,0.19966266,8.684578547114079e-05,0.008231703318760159
Mir124-2hg,3.9185283,0.4011345,8.909130529423483e-05,0.008419781512367467
Grk3,3.895952,0.21279868,9.781380913867648e-05,0.009076421210767077
Ptchd4,3.8958282,0.25006622,9.786376063864008e-05,0.009076421210767077
Mcu,3.8954642,0.3745479,9.8010816437985e-05,0.009076421210767077
Slc1a3,3.8821018,0.1942723,0.00010355747790291395,0.009556330301051283
Sall2,3.881243,0.37512273,0.00010392390998716418,0.009556330301051283
Psd2,3.8808718,0.38077167,0.00010408266160886834,0.009556330301051283
Gli1,3.8648458,2.2482002,0.00011115942623308175,0.01017708758299297
Baalc,3.8404353,0.30313122,0.00012281630395852782,0.011086837612525142
Abat,3.8393364,0.29948005,0.00012336730540254065,0.01110546969611083
Chd3,3.8339143,0.54063785,0.00012612010225332646,0.011321650516205994
Grm5,3.83176,0.35215107,0.00012722981946041283,0.011357992774932754
Frem1,3.8087687,1.0396949,0.00013966044817034903,0.012399000725029858
Itga6,3.7908795,0.3487686,0.00015011475445171643,0.01321789123419526
Zhx3,3.7897732,0.24049096,0.00015078484494067081,0.013240717160498633
Rbm25,3.7841766,0.17907496,0.0001542183525989582,0.01350542078588757
Proca1,3.7530339,0.93806905,0.00017470715924864727,0.01501410032294975
Pnisr,3.7260835,0.11950697,0.00019447793639633477,0.016580530307525612
Fam163a,3.7091477,0.3421581,0.00020795809337407502,0.01753559745169895
Nwd1,3.6947227,0.22225158,0.0002201268666949115,0.01847403263796071
Map2k6,3.6798537,0.31223267,0.00023336771589034492,0.019534393194800378
Lpp,3.646426,0.21914126,0.0002659130261761996,0.022086544058196867
Enah,3.637787,0.20494638,0.0002749906828881376,0.022781811664359924
Nkx2-2os,3.6019938,1.0553938,0.0003157858350677915,0.02596130129267785
Rgs3,3.5891774,0.530959,0.0003317231677836923,0.027202143837570105
Pcdh9,3.5848324,0.08499925,0.000337294799930802,0.027588831262360294
Lgr4,3.581914,0.308424,0.0003410862464349608,0.027765782519670348
Gabbr1,3.5544322,0.19162425,0.0003787961855220345,0.030672021785976396
Cacng4,3.5521178,0.98551655,0.00038214375928947834,0.03086553115444115
Abi1,3.5405385,0.25972277,0.0003993113692700774,0.03209129051737353
Thrb,3.5258224,0.19271436,0.0004221699683452424,0.03384395912901026
Nr3c1,3.5212955,0.28109795,0.00042944377246888096,0.03427827804767227
Qk,3.5157933,0.19885887,0.00043844212714646603,0.034888085016170765
Mical2,3.505655,0.20545632,0.000455485043192567,0.03606613387461144
Chd4,3.471645,0.2090414,0.0005172798041037787,0.04056052614805956
Gtf2i,3.4660702,0.24722077,0.0005281255555879079,0.04123608242129105
Elmo2,3.4607134,0.5365065,0.0005387458345633266,0.041937589397276154
Bcan,3.44698,0.17265062,0.0005668906810651,0.043916312448761964
Limch1,3.4180791,0.17268555,0.0006306479063289431,0.048390214469673454
Slc39a12,3.413654,0.20855002,0.0006409791733914161,0.04906611833939469
Dnmt3a,3.40305,0.19897176,0.0006663808778540513,0.05088970746588273
Mras,3.3928318,0.24785362,0.0006917412781282583,0.05257723153358344
Znrf3,3.379855,0.20289339,0.0007252407206997214,0.054864630765234554
Fam107a,3.3557577,0.32014617,0.0007914790616247541,0.05931859469530454
Nos1ap,3.3352263,0.36079502,0.0008522997967883985,0.06372869037378125
4930488L21Rik,3.3313837,0.22620532,0.0008641542641661689,0.0644655080353776
St6gal1,3.3133123,0.2752038,0.000921979465842514,0.06830490171426827
Tulp3,3.3067403,0.26457727,0.000943883408619698,0.06976727204033717
Neat1,3.3021188,0.24621011,0.0009595741343610207,0.0707647497209442
Adgrb1,3.2998261,0.7434404,0.0009674470493620955,0.07102030993118964
Hip1,3.2973735,0.21748416,0.0009759360233500534,0.07131857193764665
Irak2,3.2966166,0.20696677,0.0009785696613661221,0.07134924089784167
Jam2,3.2928832,0.51502067,0.0009916571497911393,0.07181603363217763
Sparcl1,3.2920752,0.16893512,0.0009945101881301142,0.07186116554454976
Itgav,3.2818277,0.33148682,0.0010313657601377841,0.07435754888581739
Dnajc1,3.2618425,0.21468207,0.0011069065706045688,0.07927172900194097
Clip1,3.251304,0.2948192,0.0011487699767537339,0.08208738368257779
Mitf,3.2328324,0.42612514,0.001225694707996598,0.08700542589120344
Dctn4,3.2294626,0.3265953,0.0012402308466580385,0.0878437791104365
Mfhas1,3.218109,0.3148172,0.0012903878171896756,0.09079314694470367
Klf9,3.2174976,0.34508017,0.0012931409826424732,0.09079314694470367
Hs2st1,3.2067626,0.28266075,0.0013423773003665587,0.09363808064699802
Ahcyl1,3.1889896,0.22044416,0.0014277094705163601,0.09894794216415212
Hmgcs1,3.1729782,0.3449944,0.0015088387580570353,0.10345818437426399
Camk2n1,3.1687715,0.3894905,0.0015308470745695783,0.10452247600032585
Aatk,3.16292,0.4116978,0.0015619526157036865,0.10616628834361747
Gtf2ird1,3.1623886,0.38994038,0.001564805503559695,0.10616628834361747
Zbtb16,3.138597,0.3154135,0.0016975877922707399,0.11469216306396045
Agl,3.126603,0.24402133,0.001768386658698735,0.11922551642235174
Paqr8,3.1242738,0.17405486,0.001782444833084093,0.11927925855266995
Shc3,3.1240191,0.2765534,0.0017839886623758623,0.11927925855266995
Cyfip1,3.1221778,0.3168942,0.0017951849490380526,0.11977934855620978
Hipk2,3.1199725,0.17604378,0.0018086789185996072,0.12037223237248523
Atp13a5,3.1148562,0.8393982,0.0018403465077326791,0.12142726178903852
Pde4b,3.1141865,0.19784278,0.0018445282608721436,0.12142726178903852
Gm44257,3.11391,0.5096053,0.0018462580530806119,0.12142726178903852
S100b,3.1027236,0.8469447,0.001917485589583602,0.125821758939448
Pik3r1,3.1009915,0.22145084,0.001928737914548518,0.12607999345264723
D130040H23Rik,3.0645216,0.32345822,0.0021801847029786904,0.14136984390924398
Hsd11b1,3.0597908,0.73572177,0.002214916072426861,0.14304629311843775
Smim3,3.0495508,0.43532398,0.0022918393144453542,0.14770824982162375
Fgf1,3.0488157,0.29809785,0.0022974542217745406,0.14770824982162375
Nav3,3.0483718,0.17741366,0.0023008515037221933,0.14770824982162375
Hivep3,3.0425348,0.18061402,0.0023459473950218092,0.1503038701776697
Lrmda,3.0336192,0.42905024,0.002416392303518122,0.15451006897912406
Aldoc,3.0317051,0.27608383,0.0024317666277854175,0.15518523388839733
Irf2,3.0193179,0.26559916,0.002533445026918847,0.16103615953158518
Ece1,3.008874,0.6438401,0.0026221781253238435,0.16537169167282095
Abcd2,3.0053005,0.31112257,0.0026531854933023948,0.16667487113578222
Ccnl2,3.0043836,0.2585165,0.0026611964308905036,0.16681596486566658
Specc1,2.9870765,0.2178623,0.0028165927816480624,0.17557124869278937
Gab2,2.9809556,0.373702,0.002873503944406803,0.1778843160833947
Mro,2.9805045,0.27713832,0.0028777408028980004,0.1778843160833947
Frmd4a,2.974624,0.12547323,0.0029334805102497557,0.18075961071475885
Etnppl,2.9732919,1.1742072,0.0029462407929493734,0.1809744106464733
Cspg5,2.9730883,0.18386509,0.0029481976476059975,0.1809744106464733
Ankrd11,2.9517927,0.17224017,0.003159349003404364,0.19210630251455177
Glul,2.935854,0.18551977,0.003326308861514529,0.2003681414579976
4932438H23Rik,2.9191217,0.5726842,0.0035101898097693917,0.2098754860843009
Paqr6,2.9160943,1.1233652,0.00354443455838017,0.21135143051741964
2210408F21Rik,2.892943,0.22170982,0.0038165064428932137,0.22403379441733987
Wipf1,2.8797116,0.33144584,0.003980391731493392,0.23238421074427093
Fmnl2,2.8607452,0.19122705,0.004226467223210747,0.2463044470206379
Slc25a12,2.849901,0.23812586,0.004373285435099935,0.2530302867450011
Thoc2,2.8418515,0.1594112,0.00448523877787879,0.2578221146132611
Ncoa1,2.8416476,0.15695098,0.004488106441742621,0.2578221146132611
Nr3c2,2.8316622,0.19182079,0.004630673411829576,0.26553863352852625
Arrb1,2.8155706,0.25732142,0.004869069603634458,0.27723587653061427
Aco2,2.8065605,0.27227128,0.005007351523707611,0.28460655653355416
Prnp,2.8012621,0.36316413,0.005090316063846748,0.28830512441052575
Gm41492,2.8000467,0.7713034,0.005109522111380219,0.2888852089183339
Actr3b,2.7852795,0.49930054,0.005348158221143494,0.3007942320991123
Plcd4,2.779952,0.15270892,0.005436691309935144,0.3052408551311496
Pcdh11x,2.760782,0.25153908,0.0057663170252221455,0.32206429596505043
Ap3d1,2.755549,0.21709812,0.0058593723269397425,0.326131246943501
Phkb,2.74052,0.17799059,0.006134205364962337,0.3379265577720363
Cntfr,2.73052,0.17083724,0.006323449345136291,0.34775734137492703
Atp5c1,2.7283657,0.430857,0.006364899636971897,0.349440580239682
Ivd,2.7267573,0.15505368,0.006396006575950297,0.35055119714821464
Folh1,2.72322,0.747311,0.006464895373038798,0.35372526856862707
Cyb5b,2.7197485,0.32175943,0.006533156775082325,0.3568543108314883
Gm11266,2.710593,0.2790849,0.006716303582107642,0.3650022184495497
Ramp1,2.7011461,0.41669667,0.0069100988049859025,0.3736438828662427
Zfc3h1,2.6997633,0.2498243,0.006938883976246318,0.37457188258373547
Nktr,2.6972377,0.16877282,0.006991732902844283,0.37679360578589083
Kif13a,2.6963935,0.28912628,0.007009480435338217,0.37711940899773744
Acap2,2.6928563,0.24049194,0.0070842771116355245,0.38048095424307443
Spop,2.692325,0.24865848,0.0070955736959719415,0.38048095424307443
Rfc1,2.6733441,0.27039242,0.0075099168757582204,0.3987184368287647
Kidins220,2.6694431,0.14877516,0.007597714068641341,0.4027163343587245
Gm40578,2.6677983,0.17721197,0.007635008009382632,0.40402857654905433
Atxn2,2.66651,0.17370398,0.0076643305882744105,0.40469052962726554
Cit,2.6602583,0.5992499,0.007808074680656061,0.4104907385538383
Mvd,2.6466775,0.34547526,0.008128681717633684,0.42526465213341025
Akt3,2.6461098,0.15563098,0.008142336262874967,0.42528860736413543
Cadm2,2.6389847,0.045710735,0.008315472638237923,0.43153419760465955
Rhou,2.6266413,0.61883634,0.008623219250348714,0.4453533442003013
Peak1,2.624545,0.22002107,0.008676477625667848,0.4473869511078364
Nckap1,2.6100693,0.18582927,0.009052388917827383,0.46380180867221477
Ppargc1a,2.6012557,0.19843565,0.009288321357632096,0.47363090568419236
Ky,2.576132,0.7170414,0.009991249424163469,0.5046833780446961
Plpp3,2.569116,0.15760386,0.01019583146514141,0.5134079072298628
Cnnm2,2.5680315,0.29018232,0.0102277831297405,0.5142133649331468
Insig1,2.5654187,0.39951035,0.010305133723924163,0.5172952406867664
C030005K06Rik,2.560732,0.7481649,0.01044519636590458,0.5235106427434011
Celsr2,2.5397348,0.43641692,0.011093656032589248,0.550870959880206
Stambpl1,2.5361395,0.40340975,0.011208209246952651,0.5539984039900968
Kif1a,2.5342836,0.24124418,0.011267751074597772,0.5560885358056086
Gse1,2.5269837,0.31173518,0.011504683000743003,0.5660479680380835
Pbrm1,2.5257537,0.1975799,0.011545037098568538,0.567167546609098
Sat1,2.5226605,0.18434614,0.011647074943377167,0.5713094127857168
Xpnpep1,2.51277,0.4951917,0.011978746315465682,0.5857952314241465
Chka,2.5079226,0.19366248,0.012144323776070444,0.5918711427931517
Trak1,2.4993346,0.20198028,0.012442674903496645,0.6039007290888349
Ubash3b,2.4974642,0.31810164,0.012508509165883697,0.6039067545702181
Fndc3b,2.4972022,0.25057182,0.012517755672352552,0.6039067545702181
Gpr158,2.4952445,0.23560461,0.012587039410559872,0.6054365956479298
Cpeb1,2.4911687,0.28339642,0.012732363198548546,0.6106039714280118
Mtss2,2.4893346,0.1914041,0.012798241980554178,0.6117949272782423
Eif2s3y,2.4883666,0.5154773,0.012833132802932069,0.6117949272782423
Ttll4,2.4777336,0.55941206,0.013221983376860057,0.6275476557968616
Mapk10,2.465885,0.15667306,0.013667520361587528,0.6448948443526813
Trio,2.4629593,0.23518565,0.013779557352171554,0.6492306941351356
Fam53b,2.4617658,0.31121233,0.013825496410463623,0.6504441938978266
Whamm,2.4419987,0.4246326,0.014606201477480138,0.6772864100931689
Jarid2,2.4379811,0.21184297,0.014769542371340788,0.6828953256832132
Kcnc3,2.4327993,0.36383253,0.01498260455384184,0.6917541503677092
Ppp1r9b,2.4268532,0.32608557,0.015230419439845174,0.6992592011370851
Trmt1l,2.424757,0.26320818,0.015318632899870833,0.7012408841820132
Limk2,2.4227266,0.3778821,0.015404518301141623,0.7041722145970086
Scrg1,2.405281,0.5884852,0.016160026443028743,0.7366183482029524
Gm47644,2.4001794,0.38450032,0.016387042365365753,0.7459113196449747
Phf21b,2.3983088,0.3823329,0.016470969929167772,0.7481249048053816
Pcdh10,2.3980615,0.20606413,0.0164821014184324,0.7481249048053816
Gabrg1,2.3807907,0.30563757,0.017275522199054975,0.780577684574473
Esrrg,2.3803978,0.34037519,0.017293960554385257,0.780577684574473
Pid1,2.3726103,0.16179043,0.017662889266444243,0.7911157572465408
Pitpnm2,2.3673847,0.30696103,0.017914301559903523,0.7996180005138654
