"Animal_ID","Bin","Area","Mean","IntDen","RawIntDen","source_file","Image","Genotype","Sex","Age"
"L57343-3M",9,1909.547,13.565,25903.016,80237,"C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-3M_S5L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv"," 20250704_L57343-3M_S5L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif","WT","M",30
"L57343-3M",10,840.33,13.803,11599.329,35930,"C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-3M_S5L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv"," 20250704_L57343-3M_S5L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif","WT","M",30
"L57343-3M",11,29189.439,9.182,268004.225,830168,"C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-3M_S5L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv"," 20250704_L57343-3M_S5L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif","WT","M",30
"L57343-6M",1,3650.254,20.566,75069.902,232536,"C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv"," 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif","KO","M",30
"L57343-6M",2,2379.59,18.939,45066.928,139599,"C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv"," 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif","KO","M",30
"L57343-6M",3,3382.626,14.614,49432.576,153122,"C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv"," 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif","KO","M",30
"L57343-6M",4,2080.002,11.871,24691.43,76484,"C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv"," 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif","KO","M",30
"L57343-6M",5,3643.797,11.959,43576.739,134983,"C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv"," 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif","KO","M",30
"L57343-6M",6,4848.281,10.282,49848.383,154410,"C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv"," 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif","KO","M",30
"L57343-6M",7,3678.663,10.688,39319.24,121795,"C4-MAX_TILESCANS_20250704_multi_layer_HCR_IF_set1_lif - 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif_subtracted.tif_AllTiles.csv"," 20250704_L57343-6M_S3L_488-S100b_594-Mfge8_647-Id4_20X_Merged.tif_rotated.tif","KO","M",30
